mAb,Target,Indication
mAb_1196,!/hgnc_id/HGNC:12680,Cancers_non-small_cell_lung_(NSCLC)
mAb_1196,!/hgnc_id/HGNC:12680,Solid_tumors
mAb_1196,!/hgnc_id/HGNC:12680,Cancer_gynecology
mAb_1196,!/hgnc_id/HGNC:12680,Neoplasms
mAb_1196,!/hgnc_id/HGNC:8760,Cancers_non-small_cell_lung_(NSCLC)
mAb_1196,!/hgnc_id/HGNC:8760,Solid_tumors
mAb_1196,!/hgnc_id/HGNC:8760,Cancer_gynecology
mAb_1196,!/hgnc_id/HGNC:8760,Neoplasms
mAb_1197,!/hgnc_id/HGNC:1682,Acute_myeloid_leukemia_(AML)
mAb_1197,!/hgnc_id/HGNC:1682,Neoplasms
mAb_1197,!/hgnc_id/HGNC:1682,Myelodysplastic_syndromes_(MDS)
mAb_1198,!/hgnc_id/HGNC:6015,Atopic_dermatitis_(AD)
mAb_1199,!/hgnc_id/HGNC:10009,
mAb_120,!/hgnc_id/HGNC:5344,Thermal_injury
mAb_120,!/hgnc_id/HGNC:5344,Stroke
mAb_1200,!/hgnc_id/HGNC:1674,Adenocarcinoma_gastric
mAb_1200,!/hgnc_id/HGNC:1674,GE_Junction_Cancer
mAb_1200,!/hgnc_id/HGNC:16800,Adenocarcinoma_gastric
mAb_1200,!/hgnc_id/HGNC:16800,GE_Junction_Cancer
mAb_1201,?term=Rabies+virus,Rabies_post-exposure
mAb_1202,!/hgnc_id/HGNC:1674,Multiple_myeloma_(MM)
mAb_1202,!/hgnc_id/HGNC:11913,Multiple_myeloma_(MM)
mAb_1203,!/hgnc_id/HGNC:8760,Neoplasms
mAb_1204,!/hgnc_id/HGNC:2505,Neoplasms
mAb_1205,!/hgnc_id/HGNC:6342,Chronic_idiopathic_urticaria
mAb_1206,!/hgnc_id/HGNC:17635,Cancers_nasopharyngeal
mAb_1206,!/hgnc_id/HGNC:17635,Hodgkin_lymphoma
mAb_1206,!/hgnc_id/HGNC:17635,Carcinoma_nasopharyngeal_(NC)
mAb_1207,!/hgnc_id/HGNC:3236,Cancers_non-small_cell_lung_(NSCLC)
mAb_1207,!/hgnc_id/HGNC:3236,Solid_tumors
mAb_1207,!/hgnc_id/HGNC:7029,Cancers_non-small_cell_lung_(NSCLC)
mAb_1207,!/hgnc_id/HGNC:7029,Solid_tumors
mAb_1208,!/hgnc_id/HGNC:3791,Solid_tumors
mAb_1209,?term=HIV-1,HIV-1_infection_AIDS
mAb_121,?term=respiratory+syncytial+virus,Respiratory_Syncytial_Virus_(RSV)_infection
mAb_1210,!/hgnc_id/HGNC:5974,Atopic_dermatitis_(AD)
mAb_1211,!/hgnc_id/HGNC:8760,Solid_tumors
mAb_1211,!/hgnc_id/HGNC:8760,Hepatocellular_carcinoma_(HCC)
mAb_1212,!/hgnc_id/HGNC:8021,Solid_tumors
mAb_1212,!/hgnc_id/HGNC:8021,Severe_acute_respiratory_syndrome_coronavirus_2_(SARS-CoV-2)_infection_(COVID-19)
mAb_1213,,Severe_acute_respiratory_syndrome_coronavirus_2_(SARS-CoV-2)_infection_(COVID-19)
mAb_1214,,Severe_acute_respiratory_syndrome_coronavirus_2_(SARS-CoV-2)_infection_(COVID-19)
mAb_1215,,Severe_acute_respiratory_syndrome_coronavirus_2_(SARS-CoV-2)_infection_(COVID-19)
mAb_1216,,Severe_acute_respiratory_syndrome_coronavirus_2_(SARS-CoV-2)_infection_(COVID-19)
mAb_1217,,Severe_acute_respiratory_syndrome_coronavirus_2_(SARS-CoV-2)_infection_(COVID-19)
mAb_1218,,Severe_acute_respiratory_syndrome_coronavirus_2_(SARS-CoV-2)_infection_(COVID-19)
mAb_1219,,Severe_acute_respiratory_syndrome_coronavirus_2_(SARS-CoV-2)_infection_(COVID-19)
mAb_122,!/hgnc_id/HGNC:7315,Non-Hodgkins_lymphoma_(NHL)
mAb_1220,,Severe_acute_respiratory_syndrome_coronavirus_2_(SARS-CoV-2)_infection_(COVID-19)
mAb_1220,?term=SARS+,Severe_acute_respiratory_syndrome_coronavirus_2_(SARS-CoV-2)_infection_(COVID-19)
mAb_1221,!/hgnc_id/HGNC:11930,Severe_acute_respiratory_syndrome_coronavirus_2_(SARS-CoV-2)_infection_(COVID-19)
mAb_1221,!/hgnc_id/HGNC:11930,Crohns_disease_(CD)
mAb_1222,!/hgnc_id/HGNC:8021,Severe_acute_respiratory_syndrome_coronavirus_2_(SARS-CoV-2)_infection_(COVID-19)
mAb_1223,!/hgnc_id/HGNC:6009,Colitis_ulcerative_(UC)
mAb_1223,!/hgnc_id/HGNC:6008,Colitis_ulcerative_(UC)
mAb_1223,!/hgnc_id/HGNC:6010,Colitis_ulcerative_(UC)
mAb_1224,!/hgnc_id/HGNC:11924,Lymphoma_B_cell
mAb_1224,!/hgnc_id/HGNC:1633,Lymphoma_B_cell
mAb_1225,!/hgnc_id/HGNC:8021,Solid_tumors
mAb_1225,!/hgnc_id/HGNC:11766,Solid_tumors
mAb_1225,!/hgnc_id/HGNC:11769,Solid_tumors
mAb_1226,!/hgnc_id/HGNC:11763,Mucopolysaccharidosis_I_(MPSI)
mAb_1227,!/hgnc_id/HGNC:17635,Solid_tumors
mAb_1227,!/hgnc_id/HGNC:17635,Lymphoma
mAb_1227,!/hgnc_id/HGNC:2505,Solid_tumors
mAb_1227,!/hgnc_id/HGNC:2505,Lymphoma
mAb_1227,!/hgnc_id/HGNC:1653,Solid_tumors
mAb_1227,!/hgnc_id/HGNC:1653,Lymphoma
mAb_1228,!/hgnc_id/HGNC:12680,Age-related_macular_degeneration_(AMD)_neovascular_(wet)
mAb_1228,!/hgnc_id/HGNC:1318,Age-related_macular_degeneration_(AMD)_neovascular_(wet)
mAb_1228,!/hgnc_id/HGNC:1324,Age-related_macular_degeneration_(AMD)_neovascular_(wet)
mAb_1229,!/hgnc_id/HGNC:1633,Hematologic-blood_cancer
mAb_123,!/hgnc_id/HGNC:15582,Cancers_ovarian
mAb_1230,!/hgnc_id/HGNC:11913,Multiple_myeloma_(MM)
mAb_1231,!/hgnc_id/HGNC:11913,Multiple_myeloma_(MM)
mAb_1232,!/hgnc_id/HGNC:1674,Lymphoma_B_cell
mAb_1232,!/hgnc_id/HGNC:1633,Lymphoma_B_cell
mAb_1233,!/hgnc_id/HGNC:1633,B_cell_acute_lymphoblastic_leukemia_(B_cell_ALL)
mAb_1233,!/hgnc_id/HGNC:1633,Chronic_lymphocytic_leukemia_(CLL)
mAb_1233,!/hgnc_id/HGNC:1633,Lymphoma_mantle_cell_(MCL)
mAb_1234,!/hgnc_id/HGNC:11923,Non-Hodgkins_lymphoma_(NHL)
mAb_1234,!/hgnc_id/HGNC:11923,Hodgkin_lymphoma
mAb_1234,!/hgnc_id/HGNC:11923,Lymphoma_peripheral_T_cell_(PTCL)
mAb_1235,,Idiopathic_pulmonary_fibrosis
mAb_1236,!/hgnc_id/HGNC:8760,Solid_tumors
mAb_1237,Parvovirus,Canine_parvovirus
mAb_1238,,Severe_acute_respiratory_syndrome_coronavirus_2_(SARS-CoV-2)_infection_(COVID-19)
mAb_1239,!/hgnc_id/HGNC:17635,Solid_tumors
mAb_124,"myosin,_cardiac",Myocardial_infarction
mAb_1240,!/hgnc_id/HGNC:6342,Acute_myeloid_leukemia_(AML)
mAb_1240,!/hgnc_id/HGNC:6342,Severe_combined_immunodeficiency_(SCID)
mAb_1241,!/hgnc_id/HGNC:12692,Severe_acute_respiratory_syndrome_coronavirus_2_(SARS-CoV-2)_infection_(COVID-19)
mAb_1242,!/hgnc_id/HGNC:5986,Adult-onset_Stills_disease_(AOSD)
mAb_1243,!/hgnc_id/HGNC:11919,Melanoma
mAb_1243,!/hgnc_id/HGNC:11919,Lymphoma
mAb_1244,Canlupfam_TGFB1,Chronic_kidney_disease_(CDK)
mAb_1245,?term=respiratory+syncytial+virus,Respiratory_Syncytial_Virus_(RSV)_infection
mAb_1246,!/hgnc_id/HGNC:1706,Solid_tumors
mAb_1246,!/hgnc_id/HGNC:1706,Hodgkin_lymphoma
mAb_1247,,Severe_acute_respiratory_syndrome_coronavirus_2_(SARS-CoV-2)_infection_(COVID-19)
mAb_1248,!/hgnc_id/HGNC:17635,Non-Hodgkins_lymphoma_(NHL)
mAb_1248,!/hgnc_id/HGNC:17635,Lymphoma_diffuse_large_B_cell_(DLBCL)
mAb_1248,!/hgnc_id/HGNC:1674,Non-Hodgkins_lymphoma_(NHL)
mAb_1248,!/hgnc_id/HGNC:1674,Lymphoma_diffuse_large_B_cell_(DLBCL)
mAb_1248,!/hgnc_id/HGNC:11924,Non-Hodgkins_lymphoma_(NHL)
mAb_1248,!/hgnc_id/HGNC:11924,Lymphoma_diffuse_large_B_cell_(DLBCL)
mAb_1248,!/hgnc_id/HGNC:1633,Non-Hodgkins_lymphoma_(NHL)
mAb_1248,!/hgnc_id/HGNC:1633,Lymphoma_diffuse_large_B_cell_(DLBCL)
mAb_1249,!/hgnc_id/HGNC:1674,Acute_myeloid_leukemia_(AML)
mAb_1249,!/hgnc_id/HGNC:3765,Acute_myeloid_leukemia_(AML)
mAb_125,!/hgnc_id/HGNC:1643,Non-Hodgkins_lymphoma_(NHL)
mAb_1250,!/hgnc_id/HGNC:3688,Diabetes_mellitus_(DM)
mAb_1250,!/hgnc_id/HGNC:3688,Non-alcoholic_fatty_liver_disease_(NAFLD)
mAb_1250,!/hgnc_id/HGNC:15527,Diabetes_mellitus_(DM)
mAb_1250,!/hgnc_id/HGNC:15527,Non-alcoholic_fatty_liver_disease_(NAFLD)
mAb_1251,?term=Human+herpesvirus+5+,Cytomegalovirus_(CMV)_infections
mAb_1252,!/hgnc_id/HGNC:11935,Sjögrens_syndrome_(SjS)
mAb_1252,!/hgnc_id/HGNC:11935,Systemic_lupus_erythematosus_(SLE)
mAb_1252,!/hgnc_id/HGNC:11935,Multiple_sclerosis_(MS)
mAb_1253,!/hgnc_id/HGNC:399,Myasthenia_Gravis_(MG)
mAb_1253,!/hgnc_id/HGNC:399,Complement_component_deficiency
mAb_1253,!/hgnc_id/HGNC:399,Proteinuria
mAb_1253,!/hgnc_id/HGNC:1331,Myasthenia_Gravis_(MG)
mAb_1253,!/hgnc_id/HGNC:1331,Complement_component_deficiency
mAb_1253,!/hgnc_id/HGNC:1331,Proteinuria
mAb_1254,!/hgnc_id/HGNC:8133,Coronary_artery_disease
mAb_1254,!/hgnc_id/HGNC:8133,Atherosclerosis
mAb_1255,!/hgnc_id/HGNC:19137,
mAb_1256,!/hgnc_id/HGNC:19137,Solid_tumors
mAb_1257,!/hgnc_id/HGNC:1674,Non-Hodgkins_lymphoma_(NHL)
mAb_1257,!/hgnc_id/HGNC:1674,Lymphoma_diffuse_large_B_cell_(DLBCL)
mAb_1257,!/hgnc_id/HGNC:1674,Lymphoma_follicular_(FL)
mAb_1257,!/hgnc_id/HGNC:1674,Lymphoma_splenic_marginal_zone_(SMZL)
mAb_1257,!/hgnc_id/HGNC:1674,Lymphoma_mantle_cell_(MCL)
mAb_1257,!/hgnc_id/HGNC:7315,Non-Hodgkins_lymphoma_(NHL)
mAb_1257,!/hgnc_id/HGNC:7315,Lymphoma_diffuse_large_B_cell_(DLBCL)
mAb_1257,!/hgnc_id/HGNC:7315,Lymphoma_follicular_(FL)
mAb_1257,!/hgnc_id/HGNC:7315,Lymphoma_splenic_marginal_zone_(SMZL)
mAb_1257,!/hgnc_id/HGNC:7315,Lymphoma_mantle_cell_(MCL)
mAb_1258,!/hgnc_id/HGNC:7371,Solid_tumors
mAb_1258,!/hgnc_id/HGNC:11919,Solid_tumors
mAb_1259,!/hgnc_id/HGNC:11913,Multiple_myeloma_(MM)
mAb_126,!/hgnc_id/HGNC:6008,Graft-versus-host_disease_(GvHD)_acute
mAb_1260,!/hgnc_id/HGNC:3431,Cancers_colorectal_(CRC)
mAb_1260,!/hgnc_id/HGNC:3431,Cancers_non-small_cell_lung_(NSCLC)
mAb_1260,!/hgnc_id/HGNC:3431,Carcinoma_head_and_neck_squamous_cell_(HNSCC)_recurrent_or_metastatic
mAb_1260,!/hgnc_id/HGNC:3431,Esophageal_Squamous_Cell_Carcinoma_(ESCC)
mAb_1260,!/hgnc_id/HGNC:3236,Cancers_colorectal_(CRC)
mAb_1260,!/hgnc_id/HGNC:3236,Cancers_non-small_cell_lung_(NSCLC)
mAb_1260,!/hgnc_id/HGNC:3236,Carcinoma_head_and_neck_squamous_cell_(HNSCC)_recurrent_or_metastatic
mAb_1260,!/hgnc_id/HGNC:3236,Esophageal_Squamous_Cell_Carcinoma_(ESCC)
mAb_1261,!/vgnc_id/VGNC:54333,Osteoarthritis_(OA)
mAb_1262,!/hgnc_id/HGNC:17635,Cancers
mAb_1263,!/hgnc_id/HGNC:1674,Multiple_myeloma_(MM)
mAb_1263,!/hgnc_id/HGNC:1674,Chronic_kidney_disease_(CDK)
mAb_1263,!/hgnc_id/HGNC:11913,Multiple_myeloma_(MM)
mAb_1263,!/hgnc_id/HGNC:11913,Chronic_kidney_disease_(CDK)
mAb_1264,!/hgnc_id/HGNC:13258,Systemic_lupus_erythematosus_(SLE)
mAb_1265,!/hgnc_id/HGNC:3791,Cancers_ovarian
mAb_1265,!/hgnc_id/HGNC:3791,Cancers_fallopian_tube
mAb_1265,!/hgnc_id/HGNC:3791,Primary_peritoneal_carcinoma_(PPC)
mAb_1266,!/hgnc_id/HGNC:3791,Cancers_ovarian
mAb_1266,!/hgnc_id/HGNC:3791,Cancers_fallopian_tube
mAb_1266,!/hgnc_id/HGNC:3791,Primary_peritoneal_carcinoma_(PPC)
mAb_1267,,Severe_acute_respiratory_syndrome_coronavirus_2_(SARS-CoV-2)_infection_(COVID-19)
mAb_1268,!/hgnc_id/HGNC:905,Solid_tumors
mAb_1269,!/hgnc_id/HGNC:905,Solid_tumors
mAb_1270,,Severe_acute_respiratory_syndrome_coronavirus_2_(SARS-CoV-2)_infection_(COVID-19)
mAb_1271,,Severe_acute_respiratory_syndrome_coronavirus_2_(SARS-CoV-2)_infection_(COVID-19)
mAb_1272,!/hgnc_id/HGNC:2039,Solid_tumors
mAb_1273,!/hgnc_id/HGNC:10257,Solid_tumors
mAb_1274,!/hgnc_id/HGNC:10257,Solid_tumors
mAb_1275,!/hgnc_id/HGNC:11850,Severe_acute_respiratory_syndrome_coronavirus_2_(SARS-CoV-2)_infection_(COVID-19)
mAb_1276,!/hgnc_id/HGNC:3788,Cancers_prostate_metastatic
mAb_1277,!/hgnc_id/HGNC:8760,Rheumatoid_arthritis_(RA)
mAb_1278,!/hgnc_id/HGNC:3430,Solid_tumors
mAb_1279,,Severe_acute_respiratory_syndrome_coronavirus_2_(SARS-CoV-2)_infection_(COVID-19)
mAb_128,!/hgnc_id/HGNC:11892,Sepsis_toxic_shock
mAb_1280,!/hgnc_id/HGNC:6893,Alzheimers_disease_(AD)
mAb_1280,!/hgnc_id/HGNC:6893,Dementia_Alzheimer_s_type
mAb_1281,!/hgnc_id/HGNC:17635,Cancers_non-small_cell_lung_(NSCLC)
mAb_1281,!/hgnc_id/HGNC:17635,Hepatocellular_carcinoma_(HCC)
mAb_1281,!/hgnc_id/HGNC:17635,Carcinoma_cutaneous_squamous_cell
mAb_1281,!/hgnc_id/HGNC:8760,Cancers_non-small_cell_lung_(NSCLC)
mAb_1281,!/hgnc_id/HGNC:8760,Hepatocellular_carcinoma_(HCC)
mAb_1281,!/hgnc_id/HGNC:8760,Carcinoma_cutaneous_squamous_cell
mAb_1282,!/hgnc_id/HGNC:8760,Alopecia_areata
mAb_1283,!/hgnc_id/HGNC:1678,HIV-1_infection_AIDS
mAb_1284,!/hgnc_id/HGNC:12680,Diabetic_macular_edema
mAb_1284,!/hgnc_id/HGNC:12680,Age-related_macular_degeneration_(AMD)_neovascular_(wet)
mAb_1285,!/hgnc_id/HGNC:3430,Cancers
mAb_1286,!/hgnc_id/HGNC:620,Dementia_Alzheimer_s_type
mAb_1286,!/hgnc_id/HGNC:11763,Dementia_Alzheimer_s_type
mAb_1287,!/hgnc_id/HGNC:30142,Solid_tumors
mAb_1288,!/hgnc_id/HGNC:19137,
mAb_1289,!/hgnc_id/HGNC:19137,Cancers_non-small_cell_lung_(NSCLC)
mAb_1289,!/hgnc_id/HGNC:19137,Melanoma
mAb_1289,!/hgnc_id/HGNC:19137,Carcinoma_head_and_neck_squamous_cell_carcinoma_(HNSCC)
mAb_1289,!/hgnc_id/HGNC:19137,Cancers_breast_triple_negative_(TNBC)
mAb_1289,!/hgnc_id/HGNC:19137,Cancers_prostate_metastatic
mAb_129,TR,Graft-versus-host_disease_(GvHD)
mAb_1290,?term=HIV-1,HIV-1_infection_AIDS
mAb_1291,!/hgnc_id/HGNC:6015,Asthma
mAb_1292,,Friedreichs_Ataxia_(FA)
mAb_1293,!/hgnc_id/HGNC:1682,Non-Hodgkins_lymphoma_(NHL)
mAb_1293,!/hgnc_id/HGNC:1682,Solid_tumors
mAb_1293,!/hgnc_id/HGNC:1682,Acute_myeloid_leukemia_(AML)
mAb_1293,!/hgnc_id/HGNC:1682,Cancers_head_and_neck
mAb_1293,!/hgnc_id/HGNC:1682,Cancers_colorectal_microsatellite_stable_metastatic
mAb_1294,!/hgnc_id/HGNC:12682,Age-related_macular_degeneration_(AMD)_neovascular_(wet)
mAb_1294,!/hgnc_id/HGNC:12682,Retinal_diseases
mAb_1294,!/hgnc_id/HGNC:3708,Age-related_macular_degeneration_(AMD)_neovascular_(wet)
mAb_1294,!/hgnc_id/HGNC:3708,Retinal_diseases
mAb_1295,!/hgnc_id/HGNC:15598,
mAb_1296,!/hgnc_id/HGNC:6006,Solid_tumors
mAb_1297,!/hgnc_id/HGNC:11904,Malignant_ascites
mAb_1297,!/hgnc_id/HGNC:11904,Malignant_pleural_effusion
mAb_1297,!/hgnc_id/HGNC:11905,Malignant_ascites
mAb_1297,!/hgnc_id/HGNC:11905,Malignant_pleural_effusion
mAb_1299,!/hgnc_id/HGNC:6009,Cancers_non-small_cell_lung_(NSCLC)
mAb_1299,!/hgnc_id/HGNC:6009,Carcinoma_head_and_neck_squamous_cell_(HNSCC)_recurrent_or_metastatic
mAb_1299,!/hgnc_id/HGNC:6009,Hodgkins_disease_(HD)
mAb_1299,!/hgnc_id/HGNC:6010,Cancers_non-small_cell_lung_(NSCLC)
mAb_1299,!/hgnc_id/HGNC:6010,Carcinoma_head_and_neck_squamous_cell_(HNSCC)_recurrent_or_metastatic
mAb_1299,!/hgnc_id/HGNC:6010,Hodgkins_disease_(HD)
mAb_13,!/hgnc_id/HGNC:1633,B_cell_leukemia
mAb_13,!/hgnc_id/HGNC:1633,Lymphoma_B_cell
mAb_130,ganglioside_GD3,Cancers_small_cell_lung_(SCLC)
mAb_130,ganglioside_GD3,Melanoma
mAb_1300,!/hgnc_id/HGNC:1633,
mAb_1301,!/hgnc_id/HGNC:1633,
mAb_1302,!/hgnc_id/HGNC:1633,
mAb_1302,!/hgnc_id/HGNC:1643,
mAb_1303,!/hgnc_id/HGNC:5992,Severe_acute_respiratory_syndrome_coronavirus_2_(SARS-CoV-2)_infection_(COVID-19)
mAb_1303,!/hgnc_id/HGNC:5992,Gout
mAb_1304,,Severe_acute_respiratory_syndrome_coronavirus_2_(SARS-CoV-2)_infection_(COVID-19)
mAb_1305,,Hemophilia
mAb_1306,,IgA_nephropathy_(IgAN)
mAb_1306,,Idiopathic_thrombocytopenic_purpura
mAb_1307,!/hgnc_id/HGNC:11892,Cancers_non-small_cell_lung_(NSCLC)
mAb_1307,!/hgnc_id/HGNC:11892,Rheumatoid_arthritis_(RA)
mAb_1307,!/hgnc_id/HGNC:11892,Crohns_disease_(CD)
mAb_1307,!/hgnc_id/HGNC:11892,Carcinoma_head_and_neck_squamous_cell_carcinoma_(HNSCC)
mAb_1308,!/hgnc_id/HGNC:11922,Cancers_non-small_cell_lung_(NSCLC)
mAb_1308,!/hgnc_id/HGNC:11922,Solid_tumors
mAb_1308,!/hgnc_id/HGNC:11922,Cancers_small_cell_lung_(SCLC)
mAb_1309,!/hgnc_id/HGNC:1674,
mAb_1309,!/hgnc_id/HGNC:11378,
mAb_131,fibrin_II_beta_chain,Cardiovascular_thrombosis
mAb_1310,!/hgnc_id/HGNC:12680,Age-related_macular_degeneration_(AMD)
mAb_1310,!/hgnc_id/HGNC:485,Age-related_macular_degeneration_(AMD)
mAb_1311,!/hgnc_id/HGNC:5991,Cancers_pancreatic
mAb_1311,!/hgnc_id/HGNC:5991,Cancers_colorectal_(CRC)_metastatic
mAb_1312,!/hgnc_id/HGNC:1706,
mAb_1313,!/hgnc_id/HGNC:11913,Multiple_myeloma_(MM)
mAb_1314,!/hgnc_id/HGNC:3551,
mAb_1314,!/hgnc_id/HGNC:3528,
mAb_1315,!/hgnc_id/HGNC:9662,Non-Hodgkins_lymphoma_(NHL)
mAb_1316,!/hgnc_id/HGNC:6342,
mAb_1317,!/hgnc_id/HGNC:8760,Solid_tumors_advanced_or_metastatic
mAb_1317,!/hgnc_id/HGNC:8760,Cancers_non-small_cell_lung_(NSCLC)
mAb_1317,!/hgnc_id/HGNC:8760,Renal_Cell_Carcinoma_(RCC)_advanced
mAb_1317,!/hgnc_id/HGNC:2505,Solid_tumors_advanced_or_metastatic
mAb_1317,!/hgnc_id/HGNC:2505,Cancers_non-small_cell_lung_(NSCLC)
mAb_1317,!/hgnc_id/HGNC:2505,Renal_Cell_Carcinoma_(RCC)_advanced
mAb_1318,IHF,
mAb_1318,bacteria_proteins_HU,
mAb_1319,!/hgnc_id/HGNC:171,Fibrodysplasia_ossificans_prograssiva_(FOP)
mAb_132,!/hgnc_id/HGNC:1674,Acute_kidney_transplant_rejection
mAb_132,!/hgnc_id/HGNC:1674,Heart_transplant_rejection
mAb_132,!/hgnc_id/HGNC:1674,Liver_transplantation
mAb_1320,methamphetamine,Methamphetamine_abuse
mAb_1321,!/hgnc_id/HGNC:17635,Solid_tumors
mAb_1321,!/hgnc_id/HGNC:17635,Melanoma
mAb_1321,!/hgnc_id/HGNC:17635,Lymphoma_diffuse_large_B_cell_(DLBCL)
mAb_1322,!/hgnc_id/HGNC:8760,
mAb_1322,!/hgnc_id/HGNC:2505,
mAb_1323,!/hgnc_id/HGNC:1674,
mAb_1323,!/hgnc_id/HGNC:11867,
mAb_1324,!/hgnc_id/HGNC:399,Sickle_Cell_Disease_(SCD)
mAb_1324,!/hgnc_id/HGNC:8864,Sickle_Cell_Disease_(SCD)
mAb_1325,!/hgnc_id/HGNC:1682,Chronic_lymphocytic_leukemia_(CLL)
mAb_1325,!/hgnc_id/HGNC:1682,B_cell_lymphoma
mAb_1325,!/hgnc_id/HGNC:1682,Lymphoma_follicular_(FL)
mAb_1325,!/hgnc_id/HGNC:1633,Chronic_lymphocytic_leukemia_(CLL)
mAb_1325,!/hgnc_id/HGNC:1633,B_cell_lymphoma
mAb_1325,!/hgnc_id/HGNC:1633,Lymphoma_follicular_(FL)
mAb_1326,!/hgnc_id/HGNC:3430,
mAb_1327,!/hgnc_id/HGNC:6024,Atopic_dermatitis_(AD)
mAb_1328,!/hgnc_id/HGNC:3430,Cancers_gastric
mAb_1328,!/hgnc_id/HGNC:3430,Cancers_colorectal_(CRC)
mAb_1328,!/hgnc_id/HGNC:3430,Cancers_non-small_cell_lung_(NSCLC)
mAb_1328,!/hgnc_id/HGNC:3430,Solid_tumors
mAb_1329,!/hgnc_id/HGNC:13771,Osteoporosis_postmenopausal_women
mAb_133,!/hgnc_id/HGNC:7315,Cancers_small_cell_lung_(SCLC)
mAb_1330,!/hgnc_id/HGNC:6606,Cancers
mAb_1331,Felcat_allergen_1,Cat_Allergy
mAb_1332,Felcat_allergen_1,Cat_Allergy
mAb_1333,BETVIA,Allergic_rhinitis
mAb_1333,BETVIA,Birch_pollen_allergy
mAb_1334,BETVIA,Allergic_rhinitis
mAb_1334,BETVIA,Birch_pollen_allergy
mAb_1335,BETVIA,Allergic_rhinitis
mAb_1335,BETVIA,Birch_pollen_allergy
mAb_1336,!/hgnc_id/HGNC:11924,Solid_tumors
mAb_1337,!/hgnc_id/HGNC:19157,Solid_tumors
mAb_1337,!/hgnc_id/HGNC:19157,Hepatocellular_carcinoma_(HCC)
mAb_1338,!/hgnc_id/HGNC:3363,Cancers_prostate
mAb_1339,!/hgnc_id/HGNC:3430,Solid_tumors
mAb_1339,!/hgnc_id/HGNC:3430,Cancers_breast
mAb_134,!/hgnc_id/HGNC:6148,Allograft_rejection
mAb_1340,!/hgnc_id/HGNC:3430,Solid_tumors
mAb_1340,!/hgnc_id/HGNC:3430,Cancers_breast
mAb_1341,!/hgnc_id/HGNC:1248,
mAb_1342,!/hgnc_id/HGNC:11766,Solid_tumors
mAb_1343,!/hgnc_id/HGNC:17635,
mAb_1343,!/hgnc_id/HGNC:1675,
mAb_1343,!/hgnc_id/HGNC:1674,
mAb_1343,!/hgnc_id/HGNC:3236,
mAb_1343,!/hgnc_id/HGNC:11924,
mAb_1344,!/hgnc_id/HGNC:6380,Inclusion_body_myositis_(IBM)
mAb_1344,!/hgnc_id/HGNC:6380,T-cell_Large_Granular_Lymphocytic_Leukemia
mAb_1345,!/hgnc_id/HGNC:216,
mAb_1346,!/hgnc_id/HGNC:216,Solid_tumors
mAb_1347,!/hgnc_id/HGNC:11892,Multiple_myeloma_(MM)
mAb_1348,!/hgnc_id/HGNC:6016,Asthma
mAb_1349,!/vgnc_id/VGNC:41936,Canine_atopic_dermatitis_(AD)
mAb_135,!/hgnc_id/HGNC:1697,Multiple_myeloma_(MM)
mAb_1350,!/hgnc_id/HGNC:1765,Renal_cell_carcinoma_(RCC)
mAb_1350,!/hgnc_id/HGNC:1765,Cancers_ovarian
mAb_1351,!/hgnc_id/HGNC:1765,
mAb_1352,?term=HBV,
mAb_1353,!/hgnc_id/HGNC:8760,
mAb_1354,!/hgnc_id/HGNC:8760,Melanoma
mAb_1354,!/hgnc_id/HGNC:8760,Cancers_liver
mAb_1354,!/hgnc_id/HGNC:8760,Esophageal_Squamous_Cell_Carcinoma_(ESCC)
mAb_1354,!/hgnc_id/HGNC:6476,Melanoma
mAb_1354,!/hgnc_id/HGNC:6476,Cancers_liver
mAb_1354,!/hgnc_id/HGNC:6476,Esophageal_Squamous_Cell_Carcinoma_(ESCC)
mAb_1355,!/hgnc_id/HGNC:8760,Cancers_non-small_cell_lung_(NSCLC)
mAb_1355,!/hgnc_id/HGNC:8760,Cancers_small_cell_lung_(SCLC)
mAb_1355,!/hgnc_id/HGNC:8760,Esophageal_Squamous_Cell_Carcinoma_(ESCC)
mAb_1355,!/hgnc_id/HGNC:18437,Cancers_non-small_cell_lung_(NSCLC)
mAb_1355,!/hgnc_id/HGNC:18437,Cancers_small_cell_lung_(SCLC)
mAb_1355,!/hgnc_id/HGNC:18437,Esophageal_Squamous_Cell_Carcinoma_(ESCC)
mAb_1356,!/hgnc_id/HGNC:26838,Non-Hodgkins_lymphoma_(NHL)
mAb_1356,!/hgnc_id/HGNC:26838,Cancers_non-small_cell_lung_(NSCLC)
mAb_1356,!/hgnc_id/HGNC:26838,Solid_tumors
mAb_1356,!/hgnc_id/HGNC:26838,Melanoma
mAb_1356,!/hgnc_id/HGNC:26838,Multiple_myeloma_(MM)
mAb_1357,!/hgnc_id/HGNC:11926,Hypercalcemia_of_malignancy
mAb_1357,!/hgnc_id/HGNC:11926,Glucocorticoid-induced_osteoporosis_(GIOP)
mAb_1357,!/hgnc_id/HGNC:11926,Bone_metastases_from_solid_tumors
mAb_1358,!/hgnc_id/HGNC:1674,
mAb_1358,!/hgnc_id/HGNC:13310,
mAb_1359,!/hgnc_id/HGNC:26838,Solid_tumors_advanced_or_metastatic
mAb_1359,!/hgnc_id/HGNC:26838,Carcinoma_bladder_cancer_advanced_or_metastatic_urothelial_cancers
