mAb,Target,Indication
mAb_164,!/hgnc_id/HGNC:11529,Cancers_prostate
mAb_165,!/hgnc_id/HGNC:11892,Uveitis
mAb_165,!/hgnc_id/HGNC:11892,Psoriatic_arthritis_(PSA)
mAb_165,!/hgnc_id/HGNC:11892,Ankylosing_spondylitis_(AS)
mAb_165,!/hgnc_id/HGNC:11892,Colitis_ulcerative_(UC)
mAb_165,!/hgnc_id/HGNC:11892,Rheumatoid_arthritis_(RA)
mAb_165,!/hgnc_id/HGNC:11892,Juvenile_Idiopathic_Arthritis_(JIA)
mAb_165,!/hgnc_id/HGNC:11892,Psoriasis_severe_chronic_plaque
mAb_165,!/hgnc_id/HGNC:11892,Crohns_disease_(CD)
mAb_165,!/hgnc_id/HGNC:11892,Hidradenitis_suppurativa_(HS)
mAb_166,!/hgnc_id/HGNC:9500,Cancers_prostate
mAb_166,!/hgnc_id/HGNC:9500,Cancers_pancreatic
mAb_166,!/hgnc_id/HGNC:9500,Cancers_bladder
mAb_167,!/hgnc_id/HGNC:5522,Allergic_asthma
mAb_167,!/hgnc_id/HGNC:5522,Allergic_rhinitis
mAb_168,!/hgnc_id/HGNC:5465,Cancers
mAb_168,!/hgnc_id/HGNC:5465,Ewing_sarcoma
mAb_169,?term=HBV,Hepatitis_B
mAb_169,?term=HBV,Hepatitis_B_chronic_infection_causing_end-stage_renal_disease_in_liver_transplant_patients
mAb_17,!/hgnc_id/HGNC:11935,Systemic_lupus_erythematosus_(SLE)
mAb_17,!/hgnc_id/HGNC:11935,Allograft_rejection
mAb_170,!/hgnc_id/HGNC:10610,Colitis_ulcerative_(UC)
mAb_170,!/hgnc_id/HGNC:10610,Crohns_disease_(CD)
mAb_170,!/hgnc_id/HGNC:10610,Bullous_pemphigoid
mAb_170,!/hgnc_id/HGNC:10610,Allergies_severe_ocular
mAb_171,!/hgnc_id/HGNC:5973,Atopic_dermatitis_(AD)
mAb_171,!/hgnc_id/HGNC:5973,Idiopathic_pulmonary_fibrosis
mAb_171,!/hgnc_id/HGNC:5973,Asthma_severe
mAb_172,!/hgnc_id/HGNC:5970,Systemic_lupus_erythematosus_(SLE)
mAb_172,!/hgnc_id/HGNC:5970,Multiple_sclerosis_(MS)
mAb_172,!/hgnc_id/HGNC:5970,Psoriasis
mAb_172,!/hgnc_id/HGNC:5970,Psoriatic_arthritis_(PSA)
mAb_172,!/hgnc_id/HGNC:5970,Colitis_ulcerative_(UC)
mAb_172,!/hgnc_id/HGNC:5970,Crohns_disease_(CD)
mAb_172,!/hgnc_id/HGNC:5970,Inflammatory_diseases
mAb_172,!/hgnc_id/HGNC:5970,Crohns_disease_(CD)_pediatric
mAb_172,!/hgnc_id/HGNC:5970,Axial_spondyloarthritis_(axSpA)
mAb_172,!/hgnc_id/HGNC:5970,Colitis_ulcerative_(UC)_pediatric
mAb_172,!/hgnc_id/HGNC:5970,Psoriasis_pediatric
mAb_173,heat_shock_protein_90_homolog,Candidiasis_(yeast_infection)
mAb_174,transforming_growth_factor_beta,Idiopathic_pulmonary_fibrosis
mAb_175,!/hgnc_id/HGNC:11892,Psoriatic_arthritis_(PSA)
mAb_175,!/hgnc_id/HGNC:11892,Ankylosing_spondylitis_(AS)
mAb_175,!/hgnc_id/HGNC:11892,Colitis_ulcerative_(UC)
mAb_175,!/hgnc_id/HGNC:11892,Rheumatoid_arthritis_(RA)
mAb_175,!/hgnc_id/HGNC:11892,Juvenile_Idiopathic_Arthritis_(JIA)
mAb_176,!/hgnc_id/HGNC:11919,Chronic_lymphocytic_leukemia_(CLL)
mAb_176,!/hgnc_id/HGNC:11919,Multiple_myeloma_(MM)
mAb_177,!/hgnc_id/HGNC:5977,Psoriasis
mAb_177,!/hgnc_id/HGNC:5977,Celiac_disease
mAb_177,!/hgnc_id/HGNC:5977,Inflammatory_arthritis_diseases
mAb_179,!/hgnc_id/HGNC:12680,Angiogenesis
mAb_18,HLA-DRB,Non-Hodgkins_lymphoma_(NHL)
mAb_18,HLA-DRB,Chronic_lymphocytic_leukemia_(CLL)
mAb_180,!/hgnc_id/HGNC:2505,Cancers_non-small_cell_lung_(NSCLC)
mAb_180,!/hgnc_id/HGNC:2505,Cancers_small_cell_lung_(SCLC)
mAb_180,!/hgnc_id/HGNC:2505,Renal_cell_carcinoma_(RCC)
mAb_180,!/hgnc_id/HGNC:2505,Melanoma_metastatic
mAb_180,!/hgnc_id/HGNC:2505,Mesothelioma_pleural_malignant
mAb_181,!/hgnc_id/HGNC:5969,Multiple_sclerosis_(MS)
mAb_181,!/hgnc_id/HGNC:5969,Rheumatoid_arthritis_(RA)
mAb_181,!/hgnc_id/HGNC:5969,Crohns_disease_(CD)
mAb_182,!/hgnc_id/HGNC:11768,Glaucoma_surgery
mAb_183,!/hgnc_id/HGNC:11905,Cancers
mAb_184,!/hgnc_id/HGNC:11904,Non-Hodgkins_lymphoma_(NHL)
mAb_184,!/hgnc_id/HGNC:11904,Cancers_colorectal_(CRC)
mAb_184,!/hgnc_id/HGNC:11904,Cancers_lung
mAb_185,!/hgnc_id/HGNC:3613,Idiopathic_thrombocytopenic_purpura
mAb_185,!/hgnc_id/HGNC:3613,Autoimmune_diseases
mAb_186,!/hgnc_id/HGNC:11766,Scarring
mAb_186,!/hgnc_id/HGNC:11766,Diffuse_scleroderma
mAb_186,!/hgnc_id/HGNC:11766,Fibrotic_diseases
mAb_187,!/hgnc_id/HGNC:5344,Deep_dermal_burn
mAb_188,!/hgnc_id/HGNC:5344,Psoriasis
mAb_189,!/hgnc_id/HGNC:2434,Rheumatoid_arthritis_(RA)
mAb_189,!/hgnc_id/HGNC:2434,Osteoarthritis_(OA)
mAb_19,!/hgnc_id/HGNC:1667,Multiple_myeloma_(MM)
mAb_190,!/hgnc_id/HGNC:1667,Multiple_myeloma_(MM)
mAb_191,ganglioside_GD2_(disialoganglioside_GD2),Melanoma
mAb_192,!/hgnc_id/HGNC:4223,Muscular_dystrophy
mAb_193,endotoxin,Gram-negative_sepsis
mAb_193,endotoxin,Septic_shock_MSS_(meningococcal_septic_shock)
mAb_194,!/hgnc_id/HGNC:7315,Non-Hodgkins_lymphoma_(NHL)
mAb_194,!/hgnc_id/HGNC:7315,Multiple_sclerosis_(MS)
mAb_194,!/hgnc_id/HGNC:7315,Rheumatoid_arthritis_(RA)
mAb_194,!/hgnc_id/HGNC:7315,Chronic_lymphocytic_leukemia_(CLL)
mAb_194,!/hgnc_id/HGNC:7315,Lymphoma_follicular_(FL)
mAb_194,!/hgnc_id/HGNC:7315,Pemphigus_vulgaris_(PV)
mAb_194,!/hgnc_id/HGNC:7315,Neuromyelitis_optica_(NMO)
mAb_196,!/hgnc_id/HGNC:3236,Cancers_colorectal_(CRC)
mAb_196,!/hgnc_id/HGNC:3236,Cancers_head_and_neck
mAb_196,!/hgnc_id/HGNC:3236,Cancers_colorectal_(CRC)_metastatic
mAb_197,?term=Human+herpesvirus+5+,Cytomegalovirus_(CMV)_infections
mAb_197,?term=Human+herpesvirus+5+,Cytomegalovirus_(CMV)_pneumonia_in_bone_marrow_transplantation
mAb_197,?term=Human+herpesvirus+5+,Cytomegalovirus_(CMV)_retinitis_in_HIV_individuals
mAb_198,!/hgnc_id/HGNC:1643,Acute_lymphocytic_leukemia_(ALL)
mAb_198,!/hgnc_id/HGNC:1643,Chronic_lymphocytic_leukemia_(CLL)
mAb_198,!/hgnc_id/HGNC:1643,Hairy_cell_leukemia_(HCL)
mAb_199,carcinoma_associated_antigen_CTAA16,Cancers_rectal
mAb_199,carcinoma_associated_antigen_CTAA16,Cancers_colon
mAb_2,!/hgnc_id/HGNC:11026,Cancers
mAb_2,!/hgnc_id/HGNC:10776,Cancers
mAb_20,!/hgnc_id/HGNC:6019,IL6_dependent_tumors
mAb_200,!/hgnc_id/HGNC:3236,Cancers_head_and_neck
mAb_201,!/hgnc_id/HGNC:1678,Mycoisis_fungoides_(MF)_or_Sezary_syndrome
mAb_201,!/hgnc_id/HGNC:1678,Lymphoma_cutaneous_T_cell_(CTCL)
mAb_201,!/hgnc_id/HGNC:1678,Non-cutaneous_T_cell_lymphoma_(NCTCL)
mAb_202,,Leukemia
mAb_202,,Lymphoma
mAb_203,,Cancers
mAb_204,,Leukemia
mAb_204,,Lymphoma
mAb_205,!/hgnc_id/HGNC:7508,Cancers_ovarian
mAb_206,,Solid_tumors
mAb_207,,Secondary_cataract
mAb_208,!/hgnc_id/HGNC:1633,B_cell_leukemia
mAb_208,!/hgnc_id/HGNC:1633,Ex_vivo_treatment_of_autologous_bone_marrow_and_subsequent_reinfusion
mAb_208,!/hgnc_id/HGNC:1633,Lymphoma_B_cell
mAb_209,!/hgnc_id/HGNC:1691,T_cell_malignancies
mAb_209,!/hgnc_id/HGNC:1691,Transplant_rejection
mAb_21,!/hgnc_id/HGNC:7315,Non-Hodgkins_lymphoma_(NHL)
mAb_210,!/hgnc_id/HGNC:1659,Ex_vivo_treatment_of_autologous_bone_marrow_and_subsequent_reinfusion
mAb_210,!/hgnc_id/HGNC:1659,Myeloid_leukemia
mAb_211,!/hgnc_id/HGNC:7656,Cancers_small_cell_lung_(SCLC)
mAb_212,!/hgnc_id/HGNC:1700,Graft-versus-host_disease_(GvHD)
mAb_212,!/hgnc_id/HGNC:1700,Giant_cell_arteritis
mAb_212,!/hgnc_id/HGNC:1700,Psoriasis
mAb_212,!/hgnc_id/HGNC:1700,Psoriatic_arthritis_(PSA)
mAb_212,!/hgnc_id/HGNC:1700,Rheumatoid_arthritis_(RA)
mAb_212,!/hgnc_id/HGNC:1700,Juvenile_Idiopathic_Arthritis_(JIA)
mAb_212,!/hgnc_id/HGNC:1700,Idiopathic_inflammatory_myopathy_(IIM)
mAb_212,!/hgnc_id/HGNC:1705,Graft-versus-host_disease_(GvHD)
mAb_212,!/hgnc_id/HGNC:1705,Giant_cell_arteritis
mAb_212,!/hgnc_id/HGNC:1705,Psoriasis
mAb_212,!/hgnc_id/HGNC:1705,Psoriatic_arthritis_(PSA)
mAb_212,!/hgnc_id/HGNC:1705,Rheumatoid_arthritis_(RA)
mAb_212,!/hgnc_id/HGNC:1705,Juvenile_Idiopathic_Arthritis_(JIA)
mAb_212,!/hgnc_id/HGNC:1705,Idiopathic_inflammatory_myopathy_(IIM)
mAb_213,!/hgnc_id/HGNC:11929,Non-Hodgkins_lymphoma_(NHL)
mAb_213,!/hgnc_id/HGNC:11929,Systemic_lupus_erythematosus_(SLE)
mAb_213,!/hgnc_id/HGNC:11929,Rheumatoid_arthritis_(RA)
mAb_213,!/hgnc_id/HGNC:11929,Multiple_myeloma_(MM)
mAb_213,!/hgnc_id/HGNC:11928,Non-Hodgkins_lymphoma_(NHL)
mAb_213,!/hgnc_id/HGNC:11928,Systemic_lupus_erythematosus_(SLE)
mAb_213,!/hgnc_id/HGNC:11928,Rheumatoid_arthritis_(RA)
mAb_213,!/hgnc_id/HGNC:11928,Multiple_myeloma_(MM)
mAb_214,!/hgnc_id/HGNC:12680,Cancers_ovarian
mAb_214,!/hgnc_id/HGNC:12680,Diabetic_macular_edema
mAb_214,!/hgnc_id/HGNC:12680,Age-related_macular_degeneration_(AMD)_neovascular_(wet)
mAb_214,!/hgnc_id/HGNC:12680,Cancers_colorectal_(CRC)_metastatic
mAb_214,!/hgnc_id/HGNC:12680,Macular_edema_following_Retinal_Vein_Occlusion_(RVO)
mAb_214,!/hgnc_id/HGNC:12680,Retinopathy_of_Prematurity_(ROP)
mAb_214,!/hgnc_id/HGNC:12680,Myopic_choroidal_neovascularization_(myopic_CNV)
mAb_214,!/hgnc_id/HGNC:12680,Diabetic_retinopathy
mAb_214,!/hgnc_id/HGNC:12680,Macular_edema_following_Central_Retinal_Vein_Occlusion_(CRVO)
mAb_215,!/hgnc_id/HGNC:1639,Psoriasis_severe_chronic_plaque
mAb_216,!/hgnc_id/HGNC:11892,Psoriatic_arthritis_(PSA)
mAb_216,!/hgnc_id/HGNC:11892,Rheumatoid_arthritis_(RA)
mAb_216,!/hgnc_id/HGNC:11892,Juvenile_psoriatic_arthritis_(JPsA)
mAb_217,!/hgnc_id/HGNC:5992,Rheumatoid_arthritis_(RA)
mAb_217,!/hgnc_id/HGNC:5992,Osteoarthritis_(OA)
mAb_217,!/hgnc_id/HGNC:5992,Cryopyrin-Associated_Periodic_Syndromes_(CAPS)
mAb_217,!/hgnc_id/HGNC:5992,Autoinflammatory_diseases
mAb_217,!/hgnc_id/HGNC:5992,Schnitzler_syndrome
mAb_217,!/hgnc_id/HGNC:5992,Deficiency_of_the_interleukin-1-receptor_antagonist_(DIRA)
mAb_217,!/hgnc_id/HGNC:5992,Gout
mAb_218,!/hgnc_id/HGNC:1674,Cancers_gastric
mAb_218,!/hgnc_id/HGNC:1674,Cancers_ovarian
mAb_218,!/hgnc_id/HGNC:1674,Malignant_ascites
mAb_218,!/hgnc_id/HGNC:11529,Cancers_gastric
mAb_218,!/hgnc_id/HGNC:11529,Cancers_ovarian
mAb_218,!/hgnc_id/HGNC:11529,Malignant_ascites
mAb_219,!/hgnc_id/HGNC:3430,Cancers_breast
mAb_219,!/hgnc_id/HGNC:1674,Cancers_breast
mAb_220,!/hgnc_id/HGNC:3430,Cancers_prostate
mAb_220,!/hgnc_id/HGNC:3430,ERBB2-positive_malignancies
mAb_220,!/hgnc_id/HGNC:3613,Cancers_prostate
mAb_220,!/hgnc_id/HGNC:3613,ERBB2-positive_malignancies
mAb_221,tumour_associated_glycoprotein_72,Acute_myeloid_leukemia_(AML)
mAb_221,!/hgnc_id/HGNC:3613,Acute_myeloid_leukemia_(AML)
mAb_222,!/hgnc_id/HGNC:3236,Cancers
mAb_222,!/hgnc_id/HGNC:3613,Cancers
mAb_223,!/hgnc_id/HGNC:620,Alzheimers_disease_(AD)
mAb_224,!/hgnc_id/HGNC:11905,Cancers_non-small_cell_lung_(NSCLC)
mAb_225,"idiotope_of_anti-(N-glycolylneuraminic_acid_(NeuGc,_NGNA)_-gangliosides_GM3)_Mus_musculus_IgM-kappa_monoclonal_antibody_P3",Cancers_breast
mAb_225,"idiotope_of_anti-(N-glycolylneuraminic_acid_(NeuGc,_NGNA)_-gangliosides_GM3)_Mus_musculus_IgM-kappa_monoclonal_antibody_P3",Melanoma
mAb_226,!/hgnc_id/HGNC:5318,Cancers
mAb_227,!/hgnc_id/HGNC:7315,Systemic_lupus_erythematosus_(SLE)
mAb_227,!/hgnc_id/HGNC:7315,Multiple_sclerosis_(MS)
mAb_227,!/hgnc_id/HGNC:7315,Rheumatoid_arthritis_(RA)
mAb_227,!/hgnc_id/HGNC:7315,Primary_progressive_multiple_sclerosis_(PPMS)
mAb_227,!/hgnc_id/HGNC:7315,Lupus_nephritis
mAb_228,!/hgnc_id/HGNC:6008,Non-Hodgkins_lymphoma_(NHL)
mAb_228,!/hgnc_id/HGNC:6008,Acute_lymphocytic_leukemia_(ALL)
mAb_228,!/hgnc_id/HGNC:6008,Transplant_rejection
mAb_228,!/hgnc_id/HGNC:6008,Hodgkin_lymphoma
mAb_228,!/hgnc_id/HGNC:6008,Autoimmune_disorders
mAb_229,!/hgnc_id/HGNC:7508,Cancers_pancreatic
mAb_23,FN_(fibronectin),Angiogenesis
mAb_230,!/hgnc_id/HGNC:7808,Osteoarthritis_(OA)
mAb_230,!/hgnc_id/HGNC:7808,Pain_severe_acute
mAb_230,!/hgnc_id/HGNC:7808,Pain_chronic
mAb_231,!/hgnc_id/HGNC:5973,Asthma
mAb_231,!/hgnc_id/HGNC:5973,Colitis_ulcerative_(UC)
mAb_232,!/hgnc_id/HGNC:11919,Non-Hodgkins_lymphoma_(NHL)
mAb_232,!/hgnc_id/HGNC:11919,Multiple_myeloma_(MM)
mAb_232,!/hgnc_id/HGNC:11919,Lymphoma_diffuse_large_B_cell_(DLBCL)
mAb_233,!/hgnc_id/HGNC:6307,Cancers
mAb_234,!/hgnc_id/HGNC:11905,Cancers_breast
mAb_235,!/hgnc_id/HGNC:1674,Psoriasis
mAb_235,!/hgnc_id/HGNC:1674,Type_1_diabetes
mAb_236,!/hgnc_id/HGNC:11529,Solid_tumors
mAb_237,!/hgnc_id/HGNC:11529,Cancers_head_and_neck
mAb_237,!/hgnc_id/HGNC:11529,Cancers_bladder
mAb_238,!/hgnc_id/HGNC:7315,Non-Hodgkins_lymphoma_(NHL)
mAb_238,!/hgnc_id/HGNC:7315,Chronic_lymphocytic_leukemia_(CLL)
mAb_238,!/hgnc_id/HGNC:7315,Lymphoma_diffuse_large_B_cell_(DLBCL)
mAb_238,!/hgnc_id/HGNC:7315,Lymphoma_follicular_(FL)
mAb_238,!/hgnc_id/HGNC:7315,Lymphoma_splenic_marginal_zone_(SMZL)
mAb_239,!/hgnc_id/HGNC:7315,
mAb_24,!/hgnc_id/HGNC:12680,Glioblastoma
mAb_24,!/hgnc_id/HGNC:12680,Cancers_non-small_cell_lung_(NSCLC)_metastatic
mAb_24,!/hgnc_id/HGNC:12680,Renal_cell_carcinoma_(RCC)
mAb_24,!/hgnc_id/HGNC:12680,Cancers_breast_ERB2_negative_metastatic
mAb_24,!/hgnc_id/HGNC:12680,Telangiectasia_hereditary_haemorrhagic_(HHT)
mAb_24,!/hgnc_id/HGNC:12680,Cancers_colorectal_(CRC)_metastatic
mAb_24,!/hgnc_id/HGNC:12680,Carcinoma_cervical_late-stage_or_metastatic
mAb_24,!/hgnc_id/HGNC:12680,Mesothelioma
mAb_24,!/hgnc_id/HGNC:12680,Coats_disease
mAb_240,!/hgnc_id/HGNC:6150,Melanoma_metastatic
mAb_240,!/hgnc_id/HGNC:6150,Sarcoma
mAb_241,!/hgnc_id/HGNC:1678,HIV-1_infection_AIDS
mAb_242,!/hgnc_id/HGNC:11892,Psoriasis
mAb_242,!/hgnc_id/HGNC:11892,Psoriatic_arthritis_(PSA)
mAb_242,!/hgnc_id/HGNC:11892,Ankylosing_spondylitis_(AS)
mAb_242,!/hgnc_id/HGNC:11892,Rheumatoid_arthritis_(RA)
mAb_242,!/hgnc_id/HGNC:11892,Juvenile_Idiopathic_Arthritis_(JIA)
mAb_242,!/hgnc_id/HGNC:11892,Crohns_disease_(CD)
mAb_242,!/hgnc_id/HGNC:11892,Interstitial_cystitis
mAb_243,serotype_IATS_O11,Pseudomonas_aeruginosa_hospital_acquired_pneumonia_caused_by_serotype_011_positive_Pseudomonas_aeruginosa
mAb_244,!/hgnc_id/HGNC:5992,Tumor_necrosis_factor_receptor_associated_periodic_syndrome_(TRAPS)
mAb_244,!/hgnc_id/HGNC:5992,Rheumatoid_arthritis_(RA)
mAb_244,!/hgnc_id/HGNC:5992,Atherosclerosis
mAb_244,!/hgnc_id/HGNC:5992,Cryopyrin-Associated_Periodic_Syndromes_(CAPS)
mAb_244,!/hgnc_id/HGNC:5992,Systemic_juvenile_idiopathic_athritis_(SJIA)
mAb_244,!/hgnc_id/HGNC:5992,Acute_gout
mAb_244,!/hgnc_id/HGNC:5992,Adult-onset_Stills_disease_(AOSD)
mAb_244,!/hgnc_id/HGNC:5992,Hyperimmunoglobulin_D_syndrome_(HIDS)/mevalonate_kinase_deficiency_(MKD)
mAb_244,!/hgnc_id/HGNC:5992,Familial_Mediterranean_fever_(FMF)
mAb_245,!/hgnc_id/HGNC:6709,Rheumatoid_arthritis_(RA)
mAb_245,!/hgnc_id/HGNC:6711,Rheumatoid_arthritis_(RA)
mAb_245,!/hgnc_id/HGNC:11930,Rheumatoid_arthritis_(RA)
mAb_246,!/hgnc_id/HGNC:11929,Rheumatoid_arthritis_(RA)
mAb_247,!/hgnc_id/HGNC:1700,Kidney_transplant_rejection_(Prevention)
mAb_247,!/hgnc_id/HGNC:1705,Kidney_transplant_rejection_(Prevention)
mAb_248,!/hgnc_id/HGNC:2505,Cancers_non-small_cell_lung_(NSCLC)
mAb_248,!/hgnc_id/HGNC:2505,Melanoma
mAb_248,!/hgnc_id/HGNC:2505,Hepatocellular_carcinoma_(HCC)
mAb_248,!/hgnc_id/HGNC:2505,Mesothelioma_malignant
mAb_249,!/hgnc_id/HGNC:11926,Cancers_non-small_cell_lung_(NSCLC)
mAb_249,!/hgnc_id/HGNC:11926,Cancers_prostate
mAb_249,!/hgnc_id/HGNC:11926,Multiple_myeloma_(MM)
mAb_249,!/hgnc_id/HGNC:11926,Hypercalcemia_of_malignancy_refractory_to_bisphosphonate_therapy
mAb_249,!/hgnc_id/HGNC:11926,Osteoporosis_postmenopausal_women
mAb_249,!/hgnc_id/HGNC:11926,skeletal-related_events_in_patients_with_bone_metastases_from_solid_tumors
mAb_25,TR,Graft-versus-host_disease_(GvHD)
mAb_25,TR,Transplantation
mAb_25,TR,Autoimmunity
mAb_250,!/hgnc_id/HGNC:11923,Anaplastic_large_cell_lymphoma_(ALCL)
mAb_250,!/hgnc_id/HGNC:11923,Hodgkins_disease_(HD)
mAb_251,!/hgnc_id/HGNC:7508,Cancers_breast
mAb_252,!/hgnc_id/HGNC:620,Alzheimers_disease_(AD)
mAb_253,Staphylococcus_epidermidis_lipoteichoic_acid,Staphylococcal_sepsis_in_infants_with_low_birth_weight
mAb_254,!/hgnc_id/HGNC:11529,Cancers_small_cell_lung_(SCLC)
mAb_254,!/hgnc_id/HGNC:11529,Cancers_ovarian
mAb_255,!/hgnc_id/HGNC:317,Cancers
mAb_256,!/hgnc_id/HGNC:6141,
mAb_257,FN_(fibronectin),Melanoma
mAb_257,FN_(fibronectin),Cancers_renal
mAb_258,!/hgnc_id/HGNC:1820,Bone_marrow_scintigraphy
mAb_258,!/hgnc_id/HGNC:1820,Peripheral_bone_infections
mAb_258,!/hgnc_id/HGNC:1820,Diagnosis_of_ostomyelitis
mAb_259,!/hgnc_id/HGNC:1643,Non-Hodgkins_lymphoma_(NHL)
mAb_259,!/hgnc_id/HGNC:1643,Acute_lymphocytic_leukemia_(ALL)
mAb_259,!/hgnc_id/HGNC:1643,B_cell_acute_lymphoblastic_leukemia_(B_cell_ALL)
mAb_259,!/hgnc_id/HGNC:1643,Lymphoma_diffuse_large_B_cell_(DLBCL)
mAb_26,!/hgnc_id/HGNC:7508,Cancers_breast
mAb_260,anthrax_protective_antigen,Anthrax_inhalation
mAb_261,fibrin-binding_surface_epitope_clumping_factor_A,Staphylococcal_infections
mAb_262,?term=HBV,Hepatitis_B_reinfection_in_liver_transplant_patients
mAb_263,?term=HBV,Hepatitis_B_reinfection_in_liver_transplant_patients
mAb_264,"complement_C3b,_C4b",Cardiopulmonary_bypass_(CPB)
mAb_264,"complement_C3b,_C4b",Transplantation
mAb_265,shiga_toxin_type_2,Staphylococcal_sepsis_in_infants_with_low_birth_weight
mAb_266,!/hgnc_id/HGNC:11929,Systemic_lupus_erythematosus_(SLE)
mAb_266,!/hgnc_id/HGNC:11929,Vaculitis
mAb_268,!/hgnc_id/HGNC:6018,Cancers
mAb_269,!/hgnc_id/HGNC:7508,Cancers_epithelial_ovarian
mAb_27,!/hgnc_id/HGNC:1817,Cancers_colorectal_(CRC)
mAb_27,!/hgnc_id/HGNC:1817,Cancers_breast
mAb_27,!/hgnc_id/HGNC:1817,Cancers_lung
mAb_270,!/hgnc_id/HGNC:12692,Cancers_pancreatic
mAb_271,!/hgnc_id/HGNC:5522,Peanut_allergy_(severe)
mAb_272,!/hgnc_id/HGNC:10720,
mAb_274,ganglioside_GD3,Malignant_melanoma
mAb_275,!/hgnc_id/HGNC:11892,Rheumatoid_arthritis_(RA)
mAb_276,!/hgnc_id/HGNC:11919,Cancers
mAb_277,!/hgnc_id/HGNC:550,
mAb_278,!/hgnc_id/HGNC:5434,
mAb_278,!/hgnc_id/HGNC:5417,
mAb_279,!/hgnc_id/HGNC:6016,Asthma
mAb_279,!/hgnc_id/HGNC:6016,Adult_eosinophilic_asthma
mAb_279,!/hgnc_id/HGNC:6016,Sinusitis
mAb_28,!/hgnc_id/HGNC:1678,Establishment_of_immunological_tolerance_state
mAb_280,!/hgnc_id/HGNC:6155,
mAb_281,NCA-90,Inflammatory_lesions
mAb_282,!/hgnc_id/HGNC:1633,Cancers
mAb_283,!/hgnc_id/HGNC:1681,Cancers_squamous
mAb_284,!/hgnc_id/HGNC:11892,
mAb_285,!/hgnc_id/HGNC:3590,
mAb_286,adenocarcinoma_antigen,Adenocarcinoma
mAb_287,tumour_associated_glycoprotein_72,Renal_cell_carcinoma_(RCC)
mAb_288,!/hgnc_id/HGNC:11892,Rheumatoid_arthritis_(RA)
mAb_288,!/hgnc_id/HGNC:11892,Allergic_asthma
mAb_288,!/hgnc_id/HGNC:11892,Severe_sepsis_and_early_septic_shock
mAb_289,?term=HIV-1,HIV-1_infection_AIDS
mAb_29,tumour_associated_glycoprotein_72,Cancers
mAb_290,!/hgnc_id/HGNC:5465,Cancers_non-small_cell_lung_(NSCLC)
mAb_290,!/hgnc_id/HGNC:5465,Hepatocellular_carcinoma_(HCC)
mAb_291,!/hgnc_id/HGNC:21394,Multiple_myeloma_(MM)
mAb_292,!/hgnc_id/HGNC:3791,Cancers_ovarian
mAb_293,!/hgnc_id/HGNC:5465,Cancers_non-small_cell_lung_(NSCLC)
mAb_293,!/hgnc_id/HGNC:5465,Solid_tumors
mAb_294,!/hgnc_id/HGNC:3236,Cancers_non-small_cell_lung_(NSCLC)
mAb_294,!/hgnc_id/HGNC:3236,Solid_tumors
mAb_294,!/hgnc_id/HGNC:3236,Cancers_colorectal_(CRC)_metastatic
mAb_295,!/hgnc_id/HGNC:6307,Cancers_gastric
mAb_295,!/hgnc_id/HGNC:6307,Cancers_non-small_cell_lung_(NSCLC)
mAb_295,!/hgnc_id/HGNC:6307,Solid_tumors
mAb_295,!/hgnc_id/HGNC:6307,Cancers_breast
mAb_295,!/hgnc_id/HGNC:6307,Hepatocellular_carcinoma_(HCC)
mAb_295,!/hgnc_id/HGNC:6307,Cancers_colorectal_(CRC)_metastatic
mAb_295,!/hgnc_id/HGNC:6307,Cancers_bladder
mAb_295,!/hgnc_id/HGNC:6307,Tumor_vasculature
mAb_296,!/hgnc_id/HGNC:5465,Cancers_blood
mAb_296,!/hgnc_id/HGNC:5465,Colon_sarcoma
mAb_297,!/hgnc_id/HGNC:6018,Neoplasms
mAb_297,!/hgnc_id/HGNC:6018,Renal_cell_carcinoma_(RCC)
mAb_297,!/hgnc_id/HGNC:6018,Multiple_myeloma_(MM)
mAb_297,!/hgnc_id/HGNC:6018,Multicentric_Castlemans_disease_(MCD)
mAb_298,!/hgnc_id/HGNC:620,Alzheimers_disease_(AD)
mAb_3,!/hgnc_id/HGNC:6155,Acute_inflammatory_disease
mAb_30,!/hgnc_id/HGNC:11892,Rheumatoid_arthritis_(RA)
mAb_30,!/hgnc_id/HGNC:11892,Crohns_disease_(CD)
mAb_300,!/hgnc_id/HGNC:6162,Graft-versus-host_disease_(GvHD)
mAb_300,!/hgnc_id/HGNC:6162,Colitis_ulcerative_(UC)
mAb_300,!/hgnc_id/HGNC:6162,Crohns_disease_(CD)
mAb_301,!/hgnc_id/HGNC:1667,Multiple_myeloma_(MM)
mAb_301,!/hgnc_id/HGNC:1667,AL_amyloidosis
mAb_301,!/hgnc_id/HGNC:1667,Myeloma_multiple_(MM)_recurrent_or_refractory
mAb_302,!/hgnc_id/HGNC:4893,Cancers_gastric
mAb_302,!/hgnc_id/HGNC:4893,Cancers
mAb_303,!/hgnc_id/HGNC:7315,
mAb_304,!/hgnc_id/HGNC:6155,Multiple_sclerosis_(MS)
mAb_304,!/hgnc_id/HGNC:6155,Myocardial_infarction
mAb_304,!/hgnc_id/HGNC:6155,Ischemic_stroke
mAb_304,!/hgnc_id/HGNC:6148,Multiple_sclerosis_(MS)
mAb_304,!/hgnc_id/HGNC:6148,Myocardial_infarction
mAb_304,!/hgnc_id/HGNC:6148,Ischemic_stroke
