entity,label,family,primary_type,coarse_category,explicit_types,embedding_strategy
imgt:Decision_Takeda_Pharmaceutical_Co_Ltd_Hodgkin_lymphoma_324_1_FDA,Decision_Takeda_Pharmaceutical_Co_Ltd_Hodgkin_lymphoma_324_1_FDA,Decision,Decision,Decision,C53285,regulatory_metadata
imgt:Decision_Takeda_Pharmaceutical_Co_Ltd_Lymphoma_cutaneous_T_cell_(CTCL)_324_1_EMA,Decision_Takeda_Pharmaceutical_Co_Ltd_Lymphoma_cutaneous_T_cell_(CTCL)_324_1_EMA,Decision,Decision,Decision,C53285,regulatory_metadata
imgt:Decision_Takeda_Pharmaceutical_Co_Ltd_Lymphoma_cutaneous_T_cell_(CTCL)_324_2_FDA,Decision_Takeda_Pharmaceutical_Co_Ltd_Lymphoma_cutaneous_T_cell_(CTCL)_324_2_FDA,Decision,Decision,Decision,C53285,regulatory_metadata
imgt:Decision_Takeda_Pharmaceutical_Co_Ltd_Lymphoma_enteropathy-associated_T_cell_(EATL)_324_1_FDA,Decision_Takeda_Pharmaceutical_Co_Ltd_Lymphoma_enteropathy-associated_T_cell_(EATL)_324_1_FDA,Decision,Decision,Decision,C53285,regulatory_metadata
imgt:Decision_Takeda_Pharmaceutical_Co_Ltd_Lymphoproliferative_disorders_T-cell_primary_cutaneous_CD30-positive_324_1_FDA,Decision_Takeda_Pharmaceutical_Co_Ltd_Lymphoproliferative_disorders_T-cell_primary_cutaneous_CD30-positive_324_1_FDA,Decision,Decision,Decision,C53285,regulatory_metadata
imgt:Decision_Takeda_Pharmaceutical_Co_Ltd_Primary_cutaneous_anaplastic_large_cell_lymphoma_(pcALCL)_324_1_FDA,Decision_Takeda_Pharmaceutical_Co_Ltd_Primary_cutaneous_anaplastic_large_cell_lymphoma_(pcALCL)_324_1_FDA,Decision,Decision,Decision,C53285,regulatory_metadata
imgt:Decision_Takeda_Pharmaceutical_Co_Ltd_T_cell_lymphoma_324_1_FDA,Decision_Takeda_Pharmaceutical_Co_Ltd_T_cell_lymphoma_324_1_FDA,Decision,Decision,Decision,C53285,regulatory_metadata
imgt:Decision_Takeda_Pharmaceuticals_USA_Inc_Multiple_myeloma_(MM)_882_1_FDA,Decision_Takeda_Pharmaceuticals_USA_Inc_Multiple_myeloma_(MM)_882_1_FDA,Decision,Decision,Decision,C53285,regulatory_metadata
imgt:Decision_Tesaro_Inc_Cancers_endometrial_(EC)_849_1_FDA,Decision_Tesaro_Inc_Cancers_endometrial_(EC)_849_1_FDA,Decision,Decision,Decision,C53285,regulatory_metadata
imgt:Decision_Tesaro_Inc_Solid_tumors_849_1_FDA,Decision_Tesaro_Inc_Solid_tumors_849_1_FDA,Decision,Decision,Decision,C53285,regulatory_metadata
imgt:Decision_United_Therapeutics_Corporation_Neuroblastoma_pediatric_464_1_FDA,Decision_United_Therapeutics_Corporation_Neuroblastoma_pediatric_464_1_FDA,Decision,Decision,Decision,C53285,regulatory_metadata
imgt:Decision_United_Therapeutics_Corporation_Neuroblastoma_pediatric_464_2_EMA,Decision_United_Therapeutics_Corporation_Neuroblastoma_pediatric_464_2_EMA,Decision,Decision,Decision,C53285,regulatory_metadata
imgt:Decision_University_of_Bern_Acute_myeloid_leukemia_(AML)_792_1_FDA,Decision_University_of_Bern_Acute_myeloid_leukemia_(AML)_792_1_FDA,Decision,Decision,Decision,C53285,regulatory_metadata
imgt:Decision_Vaccinex_Huntingtons_disease_548_1_FDA,Decision_Vaccinex_Huntingtons_disease_548_1_FDA,Decision,Decision,Decision,C53285,regulatory_metadata
imgt:Decision_Viela_Bio_Inc_Neuromyelitis_optica_(NMO)_553_1_FDA,Decision_Viela_Bio_Inc_Neuromyelitis_optica_(NMO)_553_1_FDA,Decision,Decision,Decision,C53285,regulatory_metadata
imgt:Decision_Viela_Bio_Inc_Neuromyelitis_optica_spectrum_disorder_(NMOSD)_553_1_FDA,Decision_Viela_Bio_Inc_Neuromyelitis_optica_spectrum_disorder_(NMOSD)_553_1_FDA,Decision,Decision,Decision,C53285,regulatory_metadata
imgt:Decision_Vitaeris_Kidney_transplantation_treatment_of_antibody-mediated_rejection_(AMR)_414_1_FDA,Decision_Vitaeris_Kidney_transplantation_treatment_of_antibody-mediated_rejection_(AMR)_414_1_FDA,Decision,Decision,Decision,C53285,regulatory_metadata
imgt:Decision_Viventia_Biotechnologies_Inc_Cancers_bladder_237_1_FDA,Decision_Viventia_Biotechnologies_Inc_Cancers_bladder_237_1_FDA,Decision,Decision,Decision,C53285,regulatory_metadata
imgt:Decision_Viventia_Biotechnologies_Inc_Cancers_head_and_neck_237_1_FDA,Decision_Viventia_Biotechnologies_Inc_Cancers_head_and_neck_237_1_FDA,Decision,Decision,Decision,C53285,regulatory_metadata
imgt:Decision_Wyeth_Pharmaceuticals_B_cell_acute_lymphoblastic_leukemia_(B_cell_ALL)_259_1_FDA,Decision_Wyeth_Pharmaceuticals_B_cell_acute_lymphoblastic_leukemia_(B_cell_ALL)_259_1_FDA,Decision,Decision,Decision,C53285,regulatory_metadata
imgt:Decision_Wyeth_Pharmaceuticals_B_cell_acute_lymphoblastic_leukemia_(B_cell_ALL)_259_2_EMA,Decision_Wyeth_Pharmaceuticals_B_cell_acute_lymphoblastic_leukemia_(B_cell_ALL)_259_2_EMA,Decision,Decision,Decision,C53285,regulatory_metadata
imgt:Decision_Wyeth_Pharmaceuticals_B_cell_acute_lymphoblastic_leukemia_(B_cell_ALL)_259_3_FDA,Decision_Wyeth_Pharmaceuticals_B_cell_acute_lymphoblastic_leukemia_(B_cell_ALL)_259_3_FDA,Decision,Decision,Decision,C53285,regulatory_metadata
imgt:Decision_Xencor_Inc_Lymphoma_diffuse_large_B_cell_(DLBCL)_522_1_FDA,Decision_Xencor_Inc_Lymphoma_diffuse_large_B_cell_(DLBCL)_522_1_FDA,Decision,Decision,Decision,C53285,regulatory_metadata
imgt:Decision_Xencor_Inc_Lymphoma_diffuse_large_B_cell_(DLBCL)_522_2_FDA,Decision_Xencor_Inc_Lymphoma_diffuse_large_B_cell_(DLBCL)_522_2_FDA,Decision,Decision,Decision,C53285,regulatory_metadata
imgt:Decision_Xencor_Inc_Myelodysplastic_syndromes_(MDS)_743_1_FDA,Decision_Xencor_Inc_Myelodysplastic_syndromes_(MDS)_743_1_FDA,Decision,Decision,Decision,C53285,regulatory_metadata
imgt:Decision_Y-mAbs_Therapeutics_Inc_Neuroblastoma_750_1_FDA,Decision_Y-mAbs_Therapeutics_Inc_Neuroblastoma_750_1_FDA,Decision,Decision,Decision,C53285,regulatory_metadata
imgt:Decision_YM_BioSciences_Inc_Cancers_glioma_76_1_EMA,Decision_YM_BioSciences_Inc_Cancers_glioma_76_1_EMA,Decision,Decision,Decision,C53285,regulatory_metadata
imgt:Decision_YM_BioSciences_Inc_Cancers_pancreatic_76_1_EMA,Decision_YM_BioSciences_Inc_Cancers_pancreatic_76_1_EMA,Decision,Decision,Decision,C53285,regulatory_metadata
imgt:Decision_ZymeWorks_Inc_Cancers_gastric_735_1_FDA,Decision_ZymeWorks_Inc_Cancers_gastric_735_1_FDA,Decision,Decision,Decision,C53285,regulatory_metadata
imgt:Decision_ZymeWorks_Inc_Cancers_ovarian_735_1_FDA,Decision_ZymeWorks_Inc_Cancers_ovarian_735_1_FDA,Decision,Decision,Decision,C53285,regulatory_metadata
imgt:Decision_ZymeWorks_Inc_Cancers_ovarian_736_1_FDA,Decision_ZymeWorks_Inc_Cancers_ovarian_736_1_FDA,Decision,Decision,Decision,C53285,regulatory_metadata
imgt:Decision_arGEN-X_Acute_myeloid_leukemia_(AML)_792_1_FDA,Decision_arGEN-X_Acute_myeloid_leukemia_(AML)_792_1_FDA,Decision,Decision,Decision,C53285,regulatory_metadata
imgt:Decision_microsatellite_instability-high_cancer_(MSI-H)_472_1_FDA,Decision_microsatellite_instability-high_cancer_(MSI-H)_472_1_FDA,Decision,Decision,Decision,C53285,regulatory_metadata
imgt:Dermatology,Dermatology,Dermatology,Dermatology,Dermatology,C16500,text_or_learned
imgt:DiNonA_Co_Ltd,DiNonA Co. Ltd.,Organisation,Organisation,Organisation,C54131,name_text
imgt:Diabetic_macular_edema,Diabetic macular edema,Diabetic,diabetic macular edema,Disease,diabetic macular edema,text_or_learned
imgt:Diabetic_retinopathy,Diabetic retinopathy,Diabetic,diabetic retinopathy,Disease,diabetic retinopathy,text_or_learned
imgt:Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,OCRE100038,text_or_learned
imgt:Dragon_Sail_Pharmaceutical_Co_Ltd,Dragon Sail Pharmaceutical Co. Ltd.,Organisation,Organisation,Organisation,C54131,name_text
imgt:DuPont_Merck_Pharmaceutical,DuPont Merck Pharmaceutical,DuPont,DuPont,DuPont,C54131,text_or_learned
imgt:Duchenne_muscular_dystrophy_(DMD),Duchenne muscular dystrophy (DMD),Duchenne,duchenne muscular dystrophy,Disease,duchenne muscular dystrophy,text_or_learned
imgt:EC,EC (European Commission),EC,Organisation,Organisation,Organisation,name_text
imgt:EMA,EMA (European Medicines Agency for the Evaluation of Medical Products),Organisation,Organisation,Organisation,Organisation,name_text
imgt:ERBB2-positive_malignancies,ERBB2-positive malignancies,ERBB2-positive,erbb2 overexpressing subtype of breast carcinoma,Disease,erbb2 overexpressing subtype of breast carcinoma,text_or_learned
imgt:EUSA_Pharma,EUSA Pharma,EUSA,EUSA,EUSA,C54131,text_or_learned
imgt:Eisai_Co_Ltd,Eisai Co. Ltd.,Organisation,Organisation,Organisation,C54131,name_text
imgt:Eli_Lilly,Eli Lilly,Eli,Eli,Eli,C54131,text_or_learned
imgt:Emergent_Biosolutions,Emergent Biosolutions,Emergent,Emergent,Emergent,C54131,text_or_learned
imgt:Endocrinology,Endocrinology,Endocrinology,Endocrinology,Endocrinology,C16543,text_or_learned
imgt:EpimAb_Biotherapeutics,EpimAb Biotherapeutics,EpimAb,EpimAb,EpimAb,C54131,text_or_learned
imgt:Esophageal_Squamous_Cell_Carcinoma_(ESCC),Esophageal Squamous Cell Carcinoma (ESCC),Esophageal,esophageal squamous cell carcinoma,Disease,esophageal squamous cell carcinoma,text_or_learned
imgt:Esophageal_Squamous_Cell_Carcinoma_(ESCC)_metastatic,Esophageal Squamous Cell Carcinoma (ESCC) metastatic,Esophageal,Esophageal,Disease,C185637,text_or_learned
imgt:Ewing_sarcoma,Ewing sarcoma,Ewing,ewing sarcoma,Disease,ewing sarcoma,text_or_learned
imgt:Ex_vivo_treatment_of_autologous_bone_marrow_and_subsequent_reinfusion,Ex vivo treatment of autologous bone marrow and subsequent reinfusion,Ex,Ex,Ex,C185637,text_or_learned
imgt:Extranodal_NK/T-cell_lymphoma_(ENKTL),Extranodal NK/T-cell lymphoma (ENKTL),Extranodal,extranodal nasal nk/t cell lymphoma,Disease,extranodal nasal nk/t cell lymphoma,text_or_learned
imgt:F(AB')2-ALPHA-1_KAPPA,F(AB')2-ALPHA-1_KAPPA,F(AB')2-ALPHA-1,StructureLabels,F(AB')2-ALPHA-1,StructureLabels,text_or_learned
imgt:F(AB')2-ALPHA-1_LAMBDA,F(AB')2-ALPHA-1_LAMBDA,F(AB')2-ALPHA-1,StructureLabels,F(AB')2-ALPHA-1,StructureLabels,text_or_learned
imgt:F(AB')2-ALPHA-2_KAPPA,F(AB')2-ALPHA-2_KAPPA,F(AB')2-ALPHA-2,StructureLabels,F(AB')2-ALPHA-2,StructureLabels,text_or_learned
imgt:F(AB')2-ALPHA-2_LAMBDA,F(AB')2-ALPHA-2_LAMBDA,F(AB')2-ALPHA-2,StructureLabels,F(AB')2-ALPHA-2,StructureLabels,text_or_learned
imgt:F(AB')2-ALPHA_KAPPA,F(AB')2-ALPHA_KAPPA,F(AB')2-ALPHA,StructureLabels,F(AB')2-ALPHA,StructureLabels,text_or_learned
imgt:F(AB')2-ALPHA_LAMBDA,F(AB')2-ALPHA_LAMBDA,F(AB')2-ALPHA,StructureLabels,F(AB')2-ALPHA,StructureLabels,text_or_learned
imgt:F(AB')2-DELTA_KAPPA,F(AB')2-DELTA_KAPPA,F(AB')2-DELTA,StructureLabels,F(AB')2-DELTA,StructureLabels,text_or_learned
imgt:F(AB')2-DELTA_LAMBDA,F(AB')2-DELTA_LAMBDA,F(AB')2-DELTA,StructureLabels,F(AB')2-DELTA,StructureLabels,text_or_learned
imgt:F(AB')2-EPSILON_KAPPA,F(AB')2-EPSILON_KAPPA,F(AB')2-EPSILON,StructureLabels,F(AB')2-EPSILON,StructureLabels,text_or_learned
imgt:F(AB')2-EPSILON_LAMBDA,F(AB')2-EPSILON_LAMBDA,F(AB')2-EPSILON,StructureLabels,F(AB')2-EPSILON,StructureLabels,text_or_learned
imgt:F(AB')2-GAMMA-1_KAPPA,F(AB')2-GAMMA-1_KAPPA,F(AB')2-GAMMA-1,StructureLabels,F(AB')2-GAMMA-1,StructureLabels,text_or_learned
imgt:F(AB')2-GAMMA-1_LAMBDA,F(AB')2-GAMMA-1_LAMBDA,F(AB')2-GAMMA-1,StructureLabels,F(AB')2-GAMMA-1,StructureLabels,text_or_learned
imgt:F(AB')2-GAMMA-2-A_KAPPA,F(AB')2-GAMMA-2-A_KAPPA,F(AB')2-GAMMA-2-A,StructureLabels,F(AB')2-GAMMA-2-A,StructureLabels,text_or_learned
imgt:F(AB')2-GAMMA-2-A_LAMBDA,F(AB')2-GAMMA-2-A_LAMBDA,F(AB')2-GAMMA-2-A,StructureLabels,F(AB')2-GAMMA-2-A,StructureLabels,text_or_learned
imgt:F(AB')2-GAMMA-2-B_KAPPA,F(AB')2-GAMMA-2-B_KAPPA,F(AB')2-GAMMA-2-B,StructureLabels,F(AB')2-GAMMA-2-B,StructureLabels,text_or_learned
imgt:F(AB')2-GAMMA-2-B_LAMBDA,F(AB')2-GAMMA-2-B_LAMBDA,F(AB')2-GAMMA-2-B,StructureLabels,F(AB')2-GAMMA-2-B,StructureLabels,text_or_learned
imgt:F(AB')2-GAMMA-2-C_KAPPA,F(AB')2-GAMMA-2-C_KAPPA,F(AB')2-GAMMA-2-C,StructureLabels,F(AB')2-GAMMA-2-C,StructureLabels,text_or_learned
imgt:F(AB')2-GAMMA-2-C_LAMBDA,F(AB')2-GAMMA-2-C_LAMBDA,F(AB')2-GAMMA-2-C,StructureLabels,F(AB')2-GAMMA-2-C,StructureLabels,text_or_learned
imgt:F(AB')2-GAMMA-2_KAPPA,F(AB')2-GAMMA-2_KAPPA,F(AB')2-GAMMA-2,StructureLabels,F(AB')2-GAMMA-2,StructureLabels,text_or_learned
imgt:F(AB')2-GAMMA-2_LAMBDA,F(AB')2-GAMMA-2_LAMBDA,F(AB')2-GAMMA-2,StructureLabels,F(AB')2-GAMMA-2,StructureLabels,text_or_learned
imgt:F(AB')2-GAMMA-3_KAPPA,F(AB')2-GAMMA-3_KAPPA,F(AB')2-GAMMA-3,StructureLabels,F(AB')2-GAMMA-3,StructureLabels,text_or_learned
imgt:F(AB')2-GAMMA-3_LAMBDA,F(AB')2-GAMMA-3_LAMBDA,F(AB')2-GAMMA-3,StructureLabels,F(AB')2-GAMMA-3,StructureLabels,text_or_learned
imgt:F(AB')2-GAMMA-4_KAPPA,F(AB')2-GAMMA-4_KAPPA,F(AB')2-GAMMA-4,StructureLabels,F(AB')2-GAMMA-4,StructureLabels,text_or_learned
imgt:F(AB')2-GAMMA-4_LAMBDA,F(AB')2-GAMMA-4_LAMBDA,F(AB')2-GAMMA-4,StructureLabels,F(AB')2-GAMMA-4,StructureLabels,text_or_learned
imgt:F(AB')2-MU_KAPPA,F(AB')2-MU_KAPPA,F(AB')2-MU,StructureLabels,F(AB')2-MU,StructureLabels,text_or_learned
imgt:F(AB')2-MU_LAMBDA,F(AB')2-MU_LAMBDA,F(AB')2-MU,StructureLabels,F(AB')2-MU,StructureLabels,text_or_learned
imgt:F(ab')2 - G1 - nd,F(ab')2 - G1 - nd,F(ab')2 - G1 - nd,F(ab')2 - G1 - nd,F(ab')2 - G1 - nd,,text_or_learned
imgt:F(ab')2-G1-kappa,F(ab')2-G1-kappa,F(ab')2-G1-kappa,F(ab')2-G1-kappa,F(ab')2-G1-kappa,,text_or_learned
imgt:F(ab')2-G1-nd,F(ab')2-G1-nd,F(ab')2-G1-nd,F(ab')2-G1-nd,F(ab')2-G1-nd,,text_or_learned
imgt:F(ab')2_Fab/Fab2_mix,F(ab')2_Fab/Fab2_mix,F(ab')2,F(ab')2,F(ab')2,,text_or_learned
imgt:F(ab)2-G1-kappa,F(ab')2 - G1 - kappa,F(ab)2-G1-kappa,SegmentLabels,SegmentLabels,SegmentLabels,text_or_learned
imgt:F(ab)2-G1-nd,F(ab')2 - G1 - nd,F(ab)2-G1-nd,SegmentLabels,SegmentLabels,SegmentLabels,text_or_learned
imgt:F(ab)2_Fab/Fab2_mix,"F(ab')2, Fab / Fab2 mix",F(ab)2,SegmentLabels,SegmentLabels,SegmentLabels,text_or_learned
imgt:F(ab’)2-Alpha-1_Kappa,F(ab’)2-Alpha-1_Kappa,F(ab’)2-Alpha-1,ReceptorType,ReceptorType,ReceptorType,text_or_learned
imgt:F(ab’)2-Alpha-1_Lambda,F(ab’)2-Alpha-1_Lambda,F(ab’)2-Alpha-1,ReceptorType,ReceptorType,ReceptorType,text_or_learned
imgt:F(ab’)2-Alpha-2_Kappa,F(ab’)2-Alpha-2_Kappa,F(ab’)2-Alpha-2,ReceptorType,ReceptorType,ReceptorType,text_or_learned
imgt:F(ab’)2-Alpha-2_Lambda,F(ab’)2-Alpha-2_Lambda,F(ab’)2-Alpha-2,ReceptorType,ReceptorType,ReceptorType,text_or_learned
imgt:F(ab’)2-Alpha_Kappa,F(ab’)2-Alpha_Kappa,F(ab’)2-Alpha,ReceptorType,ReceptorType,ReceptorType,text_or_learned
imgt:F(ab’)2-Alpha_Lambda,F(ab’)2-Alpha_Lambda,F(ab’)2-Alpha,ReceptorType,ReceptorType,ReceptorType,text_or_learned
imgt:F(ab’)2-Delta_Kappa,F(ab’)2-Delta_Kappa,F(ab’)2-Delta,ReceptorType,ReceptorType,ReceptorType,text_or_learned
imgt:F(ab’)2-Delta_Lambda,F(ab’)2-Delta_Lambda,F(ab’)2-Delta,ReceptorType,ReceptorType,ReceptorType,text_or_learned
imgt:F(ab’)2-Epsilon_Kappa,F(ab’)2-Epsilon_Kappa,F(ab’)2-Epsilon,ReceptorType,ReceptorType,ReceptorType,text_or_learned
imgt:F(ab’)2-Epsilon_Lambda,F(ab’)2-Epsilon_Lambda,F(ab’)2-Epsilon,ReceptorType,ReceptorType,ReceptorType,text_or_learned
imgt:F(ab’)2-Gamma-1_Kappa,F(ab’)2-Gamma-1_Kappa,F(ab’)2-Gamma-1,ReceptorType,ReceptorType,ReceptorType,text_or_learned
imgt:F(ab’)2-Gamma-1_Lambda,F(ab’)2-Gamma-1_Lambda,F(ab’)2-Gamma-1,ReceptorType,ReceptorType,ReceptorType,text_or_learned
imgt:F(ab’)2-Gamma-2-a_Kappa,F(ab’)2-Gamma-2-a_Kappa,F(ab’)2-Gamma-2-a,ReceptorType,ReceptorType,ReceptorType,text_or_learned
imgt:F(ab’)2-Gamma-2-a_Lambda,F(ab’)2-Gamma-2-a_Lambda,F(ab’)2-Gamma-2-a,ReceptorType,ReceptorType,ReceptorType,text_or_learned
imgt:F(ab’)2-Gamma-2-b_Kappa,F(ab’)2-Gamma-2-b_Kappa,F(ab’)2-Gamma-2-b,ReceptorType,ReceptorType,ReceptorType,text_or_learned
imgt:F(ab’)2-Gamma-2-b_Lambda,F(ab’)2-Gamma-2-b_Lambda,F(ab’)2-Gamma-2-b,ReceptorType,ReceptorType,ReceptorType,text_or_learned
imgt:F(ab’)2-Gamma-2-c_Kappa,F(ab’)2-Gamma-2-c_Kappa,F(ab’)2-Gamma-2-c,ReceptorType,ReceptorType,ReceptorType,text_or_learned
imgt:F(ab’)2-Gamma-2-c_Lambda,F(ab’)2-Gamma-2-c_Lambda,F(ab’)2-Gamma-2-c,ReceptorType,ReceptorType,ReceptorType,text_or_learned
imgt:F(ab’)2-Gamma-2_Kappa,F(ab’)2-Gamma-2_Kappa,F(ab’)2-Gamma-2,ReceptorType,ReceptorType,ReceptorType,text_or_learned
imgt:F(ab’)2-Gamma-2_Lambda,F(ab’)2-Gamma-2_Lambda,F(ab’)2-Gamma-2,ReceptorType,ReceptorType,ReceptorType,text_or_learned
imgt:F(ab’)2-Gamma-3_Kappa,F(ab’)2-Gamma-3_Kappa,F(ab’)2-Gamma-3,ReceptorType,ReceptorType,ReceptorType,text_or_learned
imgt:F(ab’)2-Gamma-3_Lambda,F(ab’)2-Gamma-3_Lambda,F(ab’)2-Gamma-3,ReceptorType,ReceptorType,ReceptorType,text_or_learned
imgt:F(ab’)2-Gamma-4_Kappa,F(ab’)2-Gamma-4_Kappa,F(ab’)2-Gamma-4,ReceptorType,ReceptorType,ReceptorType,text_or_learned
imgt:F(ab’)2-Gamma-4_Lambda,F(ab’)2-Gamma-4_Lambda,F(ab’)2-Gamma-4,ReceptorType,ReceptorType,ReceptorType,text_or_learned
imgt:F(ab’)2-Mu_Kappa,F(ab’)2-Mu_Kappa,F(ab’)2-Mu,ReceptorType,ReceptorType,ReceptorType,text_or_learned
imgt:F(ab’)2-Mu_Lambda,F(ab’)2-Mu_Lambda,F(ab’)2-Mu,ReceptorType,ReceptorType,ReceptorType,text_or_learned
imgt:FAB-ALPHA-1_KAPPA,FAB-ALPHA-1_KAPPA,FAB-ALPHA-1,IGProteolyticFragmentLabel,FAB-ALPHA-1,IGProteolyticFragmentLabel|StructureLabels,text_or_learned
imgt:FAB-ALPHA-1_LAMBDA,FAB-ALPHA-1_LAMBDA,FAB-ALPHA-1,IGProteolyticFragmentLabel,FAB-ALPHA-1,IGProteolyticFragmentLabel|StructureLabels,text_or_learned
imgt:FAB-ALPHA-2_KAPPA,FAB-ALPHA-2_KAPPA,FAB-ALPHA-2,IGProteolyticFragmentLabel,FAB-ALPHA-2,IGProteolyticFragmentLabel|StructureLabels,text_or_learned
imgt:FAB-ALPHA-2_LAMBDA,FAB-ALPHA-2_LAMBDA,FAB-ALPHA-2,IGProteolyticFragmentLabel,FAB-ALPHA-2,IGProteolyticFragmentLabel|StructureLabels,text_or_learned
imgt:FAB-ALPHA_KAPPA,FAB-ALPHA_KAPPA,FAB-ALPHA,IGProteolyticFragmentLabel,FAB-ALPHA,IGProteolyticFragmentLabel|StructureLabels,text_or_learned
imgt:FAB-ALPHA_LAMBDA,FAB-ALPHA_LAMBDA,FAB-ALPHA,IGProteolyticFragmentLabel,FAB-ALPHA,IGProteolyticFragmentLabel|StructureLabels,text_or_learned
imgt:FAB-DELTA_KAPPA,FAB-DELTA_KAPPA,FAB-DELTA,IGProteolyticFragmentLabel,FAB-DELTA,IGProteolyticFragmentLabel|StructureLabels,text_or_learned
imgt:FAB-DELTA_LAMBDA,FAB-DELTA_LAMBDA,FAB-DELTA,IGProteolyticFragmentLabel,FAB-DELTA,IGProteolyticFragmentLabel|StructureLabels,text_or_learned
imgt:FAB-EPSILON_KAPPA,FAB-EPSILON_KAPPA,FAB-EPSILON,IGProteolyticFragmentLabel,FAB-EPSILON,IGProteolyticFragmentLabel|StructureLabels,text_or_learned
imgt:FAB-EPSILON_LAMBDA,FAB-EPSILON_LAMBDA,FAB-EPSILON,IGProteolyticFragmentLabel,FAB-EPSILON,IGProteolyticFragmentLabel|StructureLabels,text_or_learned
imgt:FAB-GAMMA-1_KAPPA,FAB-GAMMA-1_KAPPA,FAB-GAMMA-1,IGProteolyticFragmentLabel,FAB-GAMMA-1,IGProteolyticFragmentLabel|StructureLabels,text_or_learned
imgt:FAB-GAMMA-1_LAMBDA,FAB-GAMMA-1_LAMBDA,FAB-GAMMA-1,IGProteolyticFragmentLabel,FAB-GAMMA-1,IGProteolyticFragmentLabel|StructureLabels,text_or_learned
imgt:FAB-GAMMA-2-A_KAPPA,FAB-GAMMA-2-A_KAPPA,FAB-GAMMA-2-A,StructureLabels,FAB-GAMMA-2-A,StructureLabels,text_or_learned
imgt:FAB-GAMMA-2-A_LAMBDA,FAB-GAMMA-2-A_LAMBDA,FAB-GAMMA-2-A,StructureLabels,FAB-GAMMA-2-A,StructureLabels,text_or_learned
imgt:FAB-GAMMA-2-B_KAPPA,FAB-GAMMA-2-B_KAPPA,FAB-GAMMA-2-B,StructureLabels,FAB-GAMMA-2-B,StructureLabels,text_or_learned
imgt:FAB-GAMMA-2-B_LAMBDA,FAB-GAMMA-2-B_LAMBDA,FAB-GAMMA-2-B,StructureLabels,FAB-GAMMA-2-B,StructureLabels,text_or_learned
imgt:FAB-GAMMA-2-C_KAPPA,FAB-GAMMA-2-C_KAPPA,FAB-GAMMA-2-C,StructureLabels,FAB-GAMMA-2-C,StructureLabels,text_or_learned
imgt:FAB-GAMMA-2-C_LAMBDA,FAB-GAMMA-2-C_LAMBDA,FAB-GAMMA-2-C,StructureLabels,FAB-GAMMA-2-C,StructureLabels,text_or_learned
imgt:FAB-GAMMA-2_KAPPA,FAB-GAMMA-2_KAPPA,FAB-GAMMA-2,IGProteolyticFragmentLabel,FAB-GAMMA-2,IGProteolyticFragmentLabel|StructureLabels,text_or_learned
imgt:FAB-GAMMA-2_LAMBDA,FAB-GAMMA-2_LAMBDA,FAB-GAMMA-2,IGProteolyticFragmentLabel,FAB-GAMMA-2,IGProteolyticFragmentLabel|StructureLabels,text_or_learned
imgt:FAB-GAMMA-3_KAPPA,FAB-GAMMA-3_KAPPA,FAB-GAMMA-3,IGProteolyticFragmentLabel,FAB-GAMMA-3,IGProteolyticFragmentLabel|StructureLabels,text_or_learned
imgt:FAB-GAMMA-3_LAMBDA,FAB-GAMMA-3_LAMBDA,FAB-GAMMA-3,IGProteolyticFragmentLabel,FAB-GAMMA-3,IGProteolyticFragmentLabel|StructureLabels,text_or_learned
imgt:FAB-GAMMA-4_KAPPA,FAB-GAMMA-4_KAPPA,FAB-GAMMA-4,IGProteolyticFragmentLabel,FAB-GAMMA-4,IGProteolyticFragmentLabel|StructureLabels,text_or_learned
imgt:FAB-GAMMA-4_LAMBDA,FAB-GAMMA-4_LAMBDA,FAB-GAMMA-4,IGProteolyticFragmentLabel,FAB-GAMMA-4,IGProteolyticFragmentLabel|StructureLabels,text_or_learned
imgt:FAB-GAMMA_KAPPA,FAB-GAMMA_KAPPA,FAB-GAMMA,StructureLabels,FAB-GAMMA,StructureLabels,text_or_learned
imgt:FAB-MU_KAPPA,FAB-MU_KAPPA,FAB-MU,IGProteolyticFragmentLabel,FAB-MU,IGProteolyticFragmentLabel|StructureLabels,text_or_learned
imgt:FAB-MU_LAMBDA,FAB-MU_LAMBDA,FAB-MU,IGProteolyticFragmentLabel,FAB-MU,IGProteolyticFragmentLabel|StructureLabels,text_or_learned
imgt:FAS,FAS,FAS,SegmentLabels,SegmentLabels,SegmentLabels,text_or_learned
imgt:FC-ALPHA,FC-ALPHA,FC-ALPHA,IGProteolyticFragmentLabel,FC-ALPHA,IGProteolyticFragmentLabel|StructureLabels,text_or_learned
imgt:FC-ALPHA-1,FC-ALPHA-1,FC-ALPHA-1,IGProteolyticFragmentLabel,FC-ALPHA-1,IGProteolyticFragmentLabel|StructureLabels,text_or_learned
imgt:FC-ALPHA-2,FC-ALPHA-2,FC-ALPHA-2,IGProteolyticFragmentLabel,FC-ALPHA-2,IGProteolyticFragmentLabel|StructureLabels,text_or_learned
imgt:FC-DELTA,FC-DELTA,FC-DELTA,IGProteolyticFragmentLabel,FC-DELTA,IGProteolyticFragmentLabel|StructureLabels,text_or_learned
imgt:FC-EPSILON,FC-EPSILON,FC-EPSILON,IGProteolyticFragmentLabel,FC-EPSILON,IGProteolyticFragmentLabel|StructureLabels,text_or_learned
