entity,label,family,primary_type,coarse_category,explicit_types,embedding_strategy
imgt:Segment_Construct_deruxtecan_a_camptothecin_derivative-linker_1256_1,Segment_Construct_deruxtecan_a_camptothecin_derivative-linker_1256_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_deruxtecan_a_camptothecin_derivative-linker_1256_2,Segment_Construct_deruxtecan_a_camptothecin_derivative-linker_1256_2,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_deruxtecan_a_camptothecin_derivative-linker_1350_1,Segment_Construct_deruxtecan_a_camptothecin_derivative-linker_1350_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_deruxtecan_a_camptothecin_derivative-linker_1350_2,Segment_Construct_deruxtecan_a_camptothecin_derivative-linker_1350_2,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_deruxtecan_a_camptothecin_derivative-linker_722_1,Segment_Construct_deruxtecan_a_camptothecin_derivative-linker_722_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_deruxtecan_a_camptothecin_derivative-linker_722_2,Segment_Construct_deruxtecan_a_camptothecin_derivative-linker_722_2,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_deruxtecan_a_camptothecin_derivative-linker_964_1,Segment_Construct_deruxtecan_a_camptothecin_derivative-linker_964_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_deruxtecan_a_camptothecin_derivative-linker_964_2,Segment_Construct_deruxtecan_a_camptothecin_derivative-linker_964_2,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_dithiocarbamates_209_1,Segment_Construct_dithiocarbamates_209_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_dolastatin_derivative_1134_1,Segment_Construct_dolastatin_derivative_1134_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_doxorubicin_135_1,Segment_Construct_doxorubicin_135_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_doxorubicin_344_1,Segment_Construct_doxorubicin_344_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_duocarmycin_514_1,Segment_Construct_duocarmycin_514_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_duostatin-5-cleavable_linker_840_1,Segment_Construct_duostatin-5-cleavable_linker_840_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_duostatin-5-cleavable_linker_840_2,Segment_Construct_duostatin-5-cleavable_linker_840_2,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_eribulin-linker_1208_1,Segment_Construct_eribulin-linker_1208_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_eribulin-linker_1208_2,Segment_Construct_eribulin-linker_1208_2,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_hemiasterlin_analogue-cleavable_valyl-citrullyl_linker_1265_1,Segment_Construct_hemiasterlin_analogue-cleavable_valyl-citrullyl_linker_1265_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_hemiasterlin_analogue-cleavable_valyl-citrullyl_linker_1265_2,Segment_Construct_hemiasterlin_analogue-cleavable_valyl-citrullyl_linker_1265_2,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_imbotolimod_a_derivative_of_telratolimod_1369_1,Segment_Construct_imbotolimod_a_derivative_of_telratolimod_1369_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_interleukin_12_257_1,Segment_Construct_interleukin_12_257_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_masking_peptide-linker_963_1,Segment_Construct_masking_peptide-linker_963_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_masking_peptide-linker_963_2,Segment_Construct_masking_peptide-linker_963_2,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_masking_peptide-linker_966_1,Segment_Construct_masking_peptide-linker_966_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_masking_peptide-linker_966_2,Segment_Construct_masking_peptide-linker_966_2,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_masking_peptide-linker_967_1,Segment_Construct_masking_peptide-linker_967_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_masking_peptide-linker_967_2,Segment_Construct_masking_peptide-linker_967_2,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_maytansinoid_DM1-noncleavable_succinimidyl-4-linker_357_1,Segment_Construct_maytansinoid_DM1-noncleavable_succinimidyl-4-linker_357_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_maytansinoid_DM1-noncleavable_succinimidyl-4-linker_357_2,Segment_Construct_maytansinoid_DM1-noncleavable_succinimidyl-4-linker_357_2,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_maytansinoid_DM1-noncleavable_succinimidyl-4-linker_600_1,Segment_Construct_maytansinoid_DM1-noncleavable_succinimidyl-4-linker_600_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_maytansinoid_DM1-noncleavable_succinimidyl-4-linker_600_2,Segment_Construct_maytansinoid_DM1-noncleavable_succinimidyl-4-linker_600_2,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_maytansinoid_DM1-noncleavable_succinimidyl-4-linker_602_1,Segment_Construct_maytansinoid_DM1-noncleavable_succinimidyl-4-linker_602_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_maytansinoid_DM1-noncleavable_succinimidyl-4-linker_602_2,Segment_Construct_maytansinoid_DM1-noncleavable_succinimidyl-4-linker_602_2,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_maytansinoid_DM1-thiopentanoate_linker_52_1,Segment_Construct_maytansinoid_DM1-thiopentanoate_linker_52_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_maytansinoid_DM1-thiopentanoate_linker_52_2,Segment_Construct_maytansinoid_DM1-thiopentanoate_linker_52_2,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_maytansinoid_DM1-thiopentanoate_linker_58_1,Segment_Construct_maytansinoid_DM1-thiopentanoate_linker_58_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_maytansinoid_DM1-thiopentanoate_linker_58_2,Segment_Construct_maytansinoid_DM1-thiopentanoate_linker_58_2,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_maytansinoid_DM4-reducible_SPDB_linker_[N-succinimidyl_4-butanoate]_1065_1,Segment_Construct_maytansinoid_DM4-reducible_SPDB_linker_[N-succinimidyl_4-butanoate]_1065_1,Segment,Segment,Segment,,structured_text
imgt:Segment_Construct_maytansinoid_DM4-reducible_SPDB_linker_[N-succinimidyl_4-butanoate]_1065_2,Segment_Construct_maytansinoid_DM4-reducible_SPDB_linker_[N-succinimidyl_4-butanoate]_1065_2,Segment,Segment,Segment,,structured_text
imgt:Segment_Construct_maytansinoid_DM4-reducible_SPDB_linker_[N-succinimidyl_4-butanoate]_387_1,Segment_Construct_maytansinoid_DM4-reducible_SPDB_linker_[N-succinimidyl_4-butanoate]_387_1,Segment,Segment,Segment,,structured_text
imgt:Segment_Construct_maytansinoid_DM4-reducible_SPDB_linker_[N-succinimidyl_4-butanoate]_387_2,Segment_Construct_maytansinoid_DM4-reducible_SPDB_linker_[N-succinimidyl_4-butanoate]_387_2,Segment,Segment,Segment,,structured_text
imgt:Segment_Construct_maytansinoid_DM4-reducible_SPDB_linker_[N-succinimidyl_4-butanoate]_389_1,Segment_Construct_maytansinoid_DM4-reducible_SPDB_linker_[N-succinimidyl_4-butanoate]_389_1,Segment,Segment,Segment,,structured_text
imgt:Segment_Construct_maytansinoid_DM4-reducible_SPDB_linker_[N-succinimidyl_4-butanoate]_389_2,Segment_Construct_maytansinoid_DM4-reducible_SPDB_linker_[N-succinimidyl_4-butanoate]_389_2,Segment,Segment,Segment,,structured_text
imgt:Segment_Construct_maytansinoid_DM4-reducible_SPDB_linker_[N-succinimidyl_4-butanoate]_471_1,Segment_Construct_maytansinoid_DM4-reducible_SPDB_linker_[N-succinimidyl_4-butanoate]_471_1,Segment,Segment,Segment,,structured_text
imgt:Segment_Construct_maytansinoid_DM4-reducible_SPDB_linker_[N-succinimidyl_4-butanoate]_471_2,Segment_Construct_maytansinoid_DM4-reducible_SPDB_linker_[N-succinimidyl_4-butanoate]_471_2,Segment,Segment,Segment,,structured_text
imgt:Segment_Construct_maytansinoid_DM4-reducible_SPDB_linker_[N-succinimidyl_4-butanoate]_490_1,Segment_Construct_maytansinoid_DM4-reducible_SPDB_linker_[N-succinimidyl_4-butanoate]_490_1,Segment,Segment,Segment,,structured_text
imgt:Segment_Construct_maytansinoid_DM4-reducible_SPDB_linker_[N-succinimidyl_4-butanoate]_490_2,Segment_Construct_maytansinoid_DM4-reducible_SPDB_linker_[N-succinimidyl_4-butanoate]_490_2,Segment,Segment,Segment,,structured_text
imgt:Segment_Construct_maytansinoid_DM4-reducible_SPDB_linker_[N-succinimidyl_4-butanoate]_967_1,Segment_Construct_maytansinoid_DM4-reducible_SPDB_linker_[N-succinimidyl_4-butanoate]_967_1,Segment,Segment,Segment,,structured_text
imgt:Segment_Construct_maytansinoid_DM4-reducible_SPDB_linker_[N-succinimidyl_4-butanoate]_967_2,Segment_Construct_maytansinoid_DM4-reducible_SPDB_linker_[N-succinimidyl_4-butanoate]_967_2,Segment,Segment,Segment,,structured_text
imgt:Segment_Construct_maytansinoid_DM4-reducible_sulfo-SPDB_linker_[N-succinimidyl_4-2-sulfobutanoate]_575_1,Segment_Construct_maytansinoid_DM4-reducible_sulfo-SPDB_linker_[N-succinimidyl_4-2-sulfobutanoate]_575_1,Segment,Segment,Segment,,structured_text
imgt:Segment_Construct_maytansinoid_DM4-reducible_sulfo-SPDB_linker_[N-succinimidyl_4-2-sulfobutanoate]_575_2,Segment_Construct_maytansinoid_DM4-reducible_sulfo-SPDB_linker_[N-succinimidyl_4-2-sulfobutanoate]_575_2,Segment,Segment,Segment,,structured_text
imgt:Segment_Construct_microtubule-disrupting_agent_opadotin_1340_1,Segment_Construct_microtubule-disrupting_agent_opadotin_1340_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_E-peptidyl_linker_883_1,Segment_Construct_monomethyl_auristatin_E-peptidyl_linker_883_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_E-peptidyl_linker_883_2,Segment_Construct_monomethyl_auristatin_E-peptidyl_linker_883_2,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_E_1166_1,Segment_Construct_monomethyl_auristatin_E_1166_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_E_type_linker_1155_1,Segment_Construct_monomethyl_auristatin_E_type_linker_1155_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_E_type_linker_1155_2,Segment_Construct_monomethyl_auristatin_E_type_linker_1155_2,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_E_type_linker_1269_1,Segment_Construct_monomethyl_auristatin_E_type_linker_1269_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_E_type_linker_1269_2,Segment_Construct_monomethyl_auristatin_E_type_linker_1269_2,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_E_type_linker_1274_1,Segment_Construct_monomethyl_auristatin_E_type_linker_1274_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_E_type_linker_1274_2,Segment_Construct_monomethyl_auristatin_E_type_linker_1274_2,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_E_type_linker_324_1,Segment_Construct_monomethyl_auristatin_E_type_linker_324_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_E_type_linker_324_2,Segment_Construct_monomethyl_auristatin_E_type_linker_324_2,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_E_type_linker_346_1,Segment_Construct_monomethyl_auristatin_E_type_linker_346_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_E_type_linker_346_2,Segment_Construct_monomethyl_auristatin_E_type_linker_346_2,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_E_type_linker_457_1,Segment_Construct_monomethyl_auristatin_E_type_linker_457_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_E_type_linker_457_2,Segment_Construct_monomethyl_auristatin_E_type_linker_457_2,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_E_type_linker_458_1,Segment_Construct_monomethyl_auristatin_E_type_linker_458_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_E_type_linker_458_2,Segment_Construct_monomethyl_auristatin_E_type_linker_458_2,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_E_type_linker_476_1,Segment_Construct_monomethyl_auristatin_E_type_linker_476_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_E_type_linker_476_2,Segment_Construct_monomethyl_auristatin_E_type_linker_476_2,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_E_type_linker_478_1,Segment_Construct_monomethyl_auristatin_E_type_linker_478_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_E_type_linker_478_2,Segment_Construct_monomethyl_auristatin_E_type_linker_478_2,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_E_type_linker_482_1,Segment_Construct_monomethyl_auristatin_E_type_linker_482_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_E_type_linker_482_2,Segment_Construct_monomethyl_auristatin_E_type_linker_482_2,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_E_type_linker_513_1,Segment_Construct_monomethyl_auristatin_E_type_linker_513_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_E_type_linker_513_2,Segment_Construct_monomethyl_auristatin_E_type_linker_513_2,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_E_type_linker_531_1,Segment_Construct_monomethyl_auristatin_E_type_linker_531_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_E_type_linker_531_2,Segment_Construct_monomethyl_auristatin_E_type_linker_531_2,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_E_type_linker_532_1,Segment_Construct_monomethyl_auristatin_E_type_linker_532_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_E_type_linker_532_2,Segment_Construct_monomethyl_auristatin_E_type_linker_532_2,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_E_type_linker_565_1,Segment_Construct_monomethyl_auristatin_E_type_linker_565_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_E_type_linker_565_2,Segment_Construct_monomethyl_auristatin_E_type_linker_565_2,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_E_type_linker_571_1,Segment_Construct_monomethyl_auristatin_E_type_linker_571_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_E_type_linker_571_2,Segment_Construct_monomethyl_auristatin_E_type_linker_571_2,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_E_type_linker_653_1,Segment_Construct_monomethyl_auristatin_E_type_linker_653_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_E_type_linker_653_2,Segment_Construct_monomethyl_auristatin_E_type_linker_653_2,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_E_type_linker_712_1,Segment_Construct_monomethyl_auristatin_E_type_linker_712_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_E_type_linker_712_2,Segment_Construct_monomethyl_auristatin_E_type_linker_712_2,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_E_type_linker_721_1,Segment_Construct_monomethyl_auristatin_E_type_linker_721_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_E_type_linker_721_2,Segment_Construct_monomethyl_auristatin_E_type_linker_721_2,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_E_type_linker_772_1,Segment_Construct_monomethyl_auristatin_E_type_linker_772_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_E_type_linker_772_2,Segment_Construct_monomethyl_auristatin_E_type_linker_772_2,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_E_type_linker_773_1,Segment_Construct_monomethyl_auristatin_E_type_linker_773_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_E_type_linker_773_2,Segment_Construct_monomethyl_auristatin_E_type_linker_773_2,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_E_type_linker_774_1,Segment_Construct_monomethyl_auristatin_E_type_linker_774_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_E_type_linker_774_2,Segment_Construct_monomethyl_auristatin_E_type_linker_774_2,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_E_type_linker_814_1,Segment_Construct_monomethyl_auristatin_E_type_linker_814_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_E_type_linker_814_2,Segment_Construct_monomethyl_auristatin_E_type_linker_814_2,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_E_type_linker_815_1,Segment_Construct_monomethyl_auristatin_E_type_linker_815_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_E_type_linker_815_2,Segment_Construct_monomethyl_auristatin_E_type_linker_815_2,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_E_type_linker_896_1,Segment_Construct_monomethyl_auristatin_E_type_linker_896_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_E_type_linker_896_2,Segment_Construct_monomethyl_auristatin_E_type_linker_896_2,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_F_linker_432_1,Segment_Construct_monomethyl_auristatin_F_linker_432_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_F_linker_432_2,Segment_Construct_monomethyl_auristatin_F_linker_432_2,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_F_linker_493_1,Segment_Construct_monomethyl_auristatin_F_linker_493_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_F_linker_493_2,Segment_Construct_monomethyl_auristatin_F_linker_493_2,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_F_linker_645_1,Segment_Construct_monomethyl_auristatin_F_linker_645_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_F_linker_645_2,Segment_Construct_monomethyl_auristatin_F_linker_645_2,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_F_linker_784_1,Segment_Construct_monomethyl_auristatin_F_linker_784_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_monomethyl_auristatin_F_linker_784_2,Segment_Construct_monomethyl_auristatin_F_linker_784_2,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_non-cleavable_dibenzocyclooctyne-maytansinoid_linker-warhead_880_1,Segment_Construct_non-cleavable_dibenzocyclooctyne-maytansinoid_linker-warhead_880_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_olatansine-linker_1585_1,Segment_Construct_olatansine-linker_1585_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_olatansine-linker_1585_2,Segment_Construct_olatansine-linker_1585_2,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_pegol_1299_1,Segment_Construct_pegol_1299_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_pegol_233_1,Segment_Construct_pegol_233_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_pegol_627_1,Segment_Construct_pegol_627_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_pegol_634_1,Segment_Construct_pegol_634_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_pegol_871_1,Segment_Construct_pegol_871_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_pyrrolobenzodiazepine_569_1,Segment_Construct_pyrrolobenzodiazepine_569_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_pyrrolobenzodiazepine_569_2,Segment_Construct_pyrrolobenzodiazepine_569_2,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_pyrrolobenzodiazepine_749_1,Segment_Construct_pyrrolobenzodiazepine_749_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_pyrrolobenzodiazepine_749_2,Segment_Construct_pyrrolobenzodiazepine_749_2,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_pyrrolobenzodiazepine_775_1,Segment_Construct_pyrrolobenzodiazepine_775_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_pyrrolobenzodiazepine_775_2,Segment_Construct_pyrrolobenzodiazepine_775_2,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_pyrrolobenzodiazepine_904_1,Segment_Construct_pyrrolobenzodiazepine_904_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_pyrrolobenzodiazepine_904_2,Segment_Construct_pyrrolobenzodiazepine_904_2,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_pyrrolobenzodiazepine_dimer_SG3199-cleavable_valine-alanine_linker_1072_1,Segment_Construct_pyrrolobenzodiazepine_dimer_SG3199-cleavable_valine-alanine_linker_1072_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_pyrrolobenzodiazepine_dimer_SG3199-cleavable_valine-alanine_linker_1072_2,Segment_Construct_pyrrolobenzodiazepine_dimer_SG3199-cleavable_valine-alanine_linker_1072_2,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_pyrrolobenzodiazepine_maleimidocaproyl_type_linker_552_1,Segment_Construct_pyrrolobenzodiazepine_maleimidocaproyl_type_linker_552_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_pyrrolobenzodiazepine_maleimidocaproyl_type_linker_552_2,Segment_Construct_pyrrolobenzodiazepine_maleimidocaproyl_type_linker_552_2,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_pyrrolobenzodiazepine_maleimidocaproyl_type_linker_866_1,Segment_Construct_pyrrolobenzodiazepine_maleimidocaproyl_type_linker_866_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_pyrrolobenzodiazepine_maleimidocaproyl_type_linker_866_2,Segment_Construct_pyrrolobenzodiazepine_maleimidocaproyl_type_linker_866_2,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_pyrrolobenzodiazepine_maleimidocaproyl_type_linker_902_1,Segment_Construct_pyrrolobenzodiazepine_maleimidocaproyl_type_linker_902_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_pyrrolobenzodiazepine_maleimidocaproyl_type_linker_902_2,Segment_Construct_pyrrolobenzodiazepine_maleimidocaproyl_type_linker_902_2,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_sarotalocan_IRDye_700DX_near-infrared_photosensitizing_dye_907_1,Segment_Construct_sarotalocan_IRDye_700DX_near-infrared_photosensitizing_dye_907_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_scFv-heavy-kappa-JCHAIN_1257_1,Segment_Construct_scFv-heavy-kappa-JCHAIN_1257_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_seco-DUBA-cleavable_linker_N-[2-ethyl]carbamoyl_1289_1,Segment_Construct_seco-DUBA-cleavable_linker_N-[2-ethyl]carbamoyl_1289_1,Segment,Segment,Segment,,structured_text
imgt:Segment_Construct_seco-DUBA-cleavable_linker_N-[2-ethyl]carbamoyl_1289_2,Segment_Construct_seco-DUBA-cleavable_linker_N-[2-ethyl]carbamoyl_1289_2,Segment,Segment,Segment,,structured_text
imgt:Segment_Construct_seco-DUBA-cleavable_linker_N-[2-ethyl]carbamoyl_668_1,Segment_Construct_seco-DUBA-cleavable_linker_N-[2-ethyl]carbamoyl_668_1,Segment,Segment,Segment,,structured_text
imgt:Segment_Construct_seco-DUBA-cleavable_linker_N-[2-ethyl]carbamoyl_668_2,Segment_Construct_seco-DUBA-cleavable_linker_N-[2-ethyl]carbamoyl_668_2,Segment,Segment,Segment,,structured_text
imgt:Segment_Construct_sulfonamide_containing_auristatin_derivative-cleavable_1-maleimido369-trioxadodecan-12-oyl-valyl-citrullyl_linker_1075_1,Segment_Construct_sulfonamide_containing_auristatin_derivative-cleavable_1-maleimido369-trioxadodecan-12-oyl-valyl-citrullyl_linker_1075_1,Segment,Segment,Segment,Segment,structured_text
imgt:Segment_Construct_sulfonamide_containing_auristatin_derivative-cleavable_1-maleimido369-trioxadodecan-12-oyl-valyl-citrullyl_linker_1075_2,Segment_Construct_sulfonamide_containing_auristatin_derivative-cleavable_1-maleimido369-trioxadodecan-12-oyl-valyl-citrullyl_linker_1075_2,Segment,Segment,Segment,Segment,structured_text
imgt:Severe_acute_respiratory_syndrome_coronavirus_2_(SARS-CoV-2)_infection_(COVID-19),Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection (COVID-19),Severe,severe acute respiratory syndrome coronavirus 2,Disease,severe acute respiratory syndrome coronavirus 2,text_or_learned
imgt:Severe_combined_immunodeficiency_(SCID),Severe combined immunodeficiency (SCID),Severe,severe combined immunodeficiency (disease),Disease,severe combined immunodeficiency (disease),text_or_learned
imgt:Shandong_New_Time_Pharmaceutical,Shandong New Time Pharmaceutical,Shandong,Shandong,Shandong,C54131,text_or_learned
imgt:Shanghai_Hengrui_Pharmaceuticals_Co_Ltd,Shanghai Hengrui Pharmaceuticals Co. Ltd.,Organisation,Organisation,Organisation,C54131,name_text
imgt:Shanghai_Henlius_Biotech,Shanghai Henlius Biotech,Shanghai,Shanghai,Shanghai,C54131,text_or_learned
imgt:Shanghai_Jinmante_Biotechnology,Shanghai Jinmante Biotechnology,Shanghai,Shanghai,Shanghai,C54131,text_or_learned
imgt:Shanghai_Junshi_Biosciences_Co_Ltd,"Shanghai Junshi Biosciences Co., Ltd.",Organisation,Organisation,Organisation,C54131,name_text
imgt:Sichuan_Baili_Pharmaceutical_Co,Sichuan Baili Pharmaceutical Co,Sichuan,Sichuan,Sichuan,C54131,text_or_learned
imgt:Sichuan_Clover_Biopharmaceuticals_Inc,"Sichuan Clover Biopharmaceuticals, Inc.",Organisation,Organisation,Organisation,C54131,name_text
