model,trial,seed,lr,batch,neg,gamma,reg,regularizer,init_size,max_epochs,double_neg,valid_tail_mr,test_tail_mr,test_tail_mrr,test_h1,test_h3,test_h10
AttE,trial_025,6067,0.0003,1024,128,12.0,1e-05,N3,0.001,200,False,1413.8770751953125,1270.1986083984375,0.006803400814533234,0.0,0.003367003286257386,0.010101010091602802
AttE,trial_026,6068,0.0003,1024,128,6.0,0.0,N3,0.005,200,True,4735.74072265625,4699.37060546875,0.0007593711488880217,0.0,0.0,0.0
AttE,trial_027,6069,0.0003,512,64,6.0,1e-05,N3,0.005,200,True,32.14617919921875,29.127946853637695,0.27275633811950684,0.16161616146564484,0.2861952781677246,0.5488215684890747
AttE,trial_028,6070,0.0003,1024,64,6.0,1e-06,F2,0.001,200,True,5194.08642578125,5167.962890625,0.00030753406463190913,0.0,0.0,0.0
AttE,trial_029,6071,0.0003,1024,32,12.0,1e-05,N3,0.005,200,False,41.212623596191406,59.15824890136719,0.2865753769874573,0.18518517911434174,0.28956228494644165,0.4983164966106415
AttE,trial_030,6072,0.001,512,32,0.0,1e-05,F2,0.001,200,True,32.59468460083008,27.343435287475586,0.2647813856601715,0.14478114247322083,0.2760942876338959,0.5185185074806213
AttE,trial_031,6073,0.0003,256,32,6.0,1e-05,N3,0.001,200,False,28.478404998779297,26.336700439453125,0.28923657536506653,0.1818181872367859,0.2861952781677246,0.5319865345954895
AttE,trial_032,6074,0.003,256,64,12.0,0.0,N3,0.005,200,False,31.717607498168945,26.841751098632812,0.25793805718421936,0.13131313025951385,0.28956228494644165,0.5454545617103577
AttE,trial_033,6075,0.001,256,64,12.0,1e-06,N3,0.005,200,False,30.624584197998047,26.787878036499023,0.26844263076782227,0.16498316824436188,0.26599326729774475,0.4781144857406616
AttE,trial_034,6076,0.003,512,128,12.0,1e-05,N3,0.005,200,True,32.28903579711914,28.717172622680664,0.28209441900253296,0.16498316824436188,0.31313130259513855,0.5420875549316406
AttE,trial_035,6077,0.001,1024,64,0.0,1e-06,N3,0.001,200,True,32.31893539428711,26.90235710144043,0.26917681097984314,0.15488214790821075,0.28956228494644165,0.5319865345954895
AttE,trial_036,6078,0.0003,512,32,12.0,0.0,F2,0.001,200,True,33.166114807128906,28.952861785888672,0.2924360930919647,0.17845118045806885,0.3232323229312897,0.5319865345954895
AttE,trial_037,6079,0.001,512,32,12.0,1e-06,N3,0.001,200,True,139.9700927734375,162.65992736816406,0.3035297095775604,0.20202019810676575,0.31313130259513855,0.5218855142593384
AttE,trial_038,6080,0.0003,1024,32,6.0,1e-05,F2,0.005,200,False,33.02325439453125,27.824914932250977,0.25478413701057434,0.14478114247322083,0.26599326729774475,0.5151515007019043
AttE,trial_039,6081,0.003,256,32,0.0,0.0,F2,0.001,200,True,32.245845794677734,27.592592239379883,0.2859194576740265,0.1750841736793518,0.28956228494644165,0.558922529220581
AttE,trial_040,6082,0.0003,256,128,6.0,1e-06,F2,0.005,200,True,28.448505401611328,25.713804244995117,0.3014536201953888,0.20202019810676575,0.3030303120613098,0.5218855142593384
AttE,trial_041,6083,0.0003,256,32,0.0,1e-06,F2,0.001,200,True,297.0631103515625,289.9764404296875,0.2863035500049591,0.17845118045806885,0.29629629850387573,0.5151515007019043
AttE,trial_042,6084,0.001,512,32,12.0,0.0,F2,0.005,200,False,544.7674560546875,401.92254638671875,0.28478047251701355,0.17845118045806885,0.28956228494644165,0.5185185074806213
AttE,trial_043,6085,0.003,1024,32,0.0,0.0,N3,0.005,200,False,32.31893539428711,28.21548843383789,0.24984663724899292,0.14478114247322083,0.2289562225341797,0.5252525210380554
AttE,trial_044,6086,0.0003,256,128,6.0,0.0,F2,0.005,200,True,26.079734802246094,24.303030014038086,0.300460547208786,0.18855218589305878,0.3030303120613098,0.5286195278167725
